SCIENTIFIC_NAME_tree,TipLabel,COMMON_NAME_tree,Taxonomy,Clade,BLFamilyLatin,BLFamilyEnglish,FamSequID,Order,OscSubOsc,matched
Poospiza cabanisi,Poospiza_cabanisi,Grey-throated Warbling-finch,BL3,P13P14P16,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,Passeri,No
Poospiza alticola,Poospiza_alticola,Plain-tailed Warbling-finch,BL3,P13P14P16,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,Passeri,No
Phrygilus plebejus,Phrygilus_plebejus,Ash-breasted Sierra-finch,BL3,P13P14P16,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,Passeri,No
Poospiza lateralis,Poospiza_lateralis,Buff-throated Warbling-finch,BL3,P13P14P16,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,Passeri,No
Phrygilus unicolor,Phrygilus_unicolor,Plumbeous Sierra-finch,BL3,P13P14P16,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,Passeri,No
Poospiza thoracica,Poospiza_thoracica,Bay-chested Warbling-finch,BL3,P13P14P16,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,Passeri,No
Poospiza torquata,Poospiza_torquata,Ringed Warbling-finch,BL3,P13P14P16,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,Passeri,No
Sporophila melanops,Sporophila_melanops,Hooded Seedeater,BL3,P13P14P16,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,Passeri,No
Ammodramus leconteii,Ammodramus_leconteii,Le Conte's Sparrow,BL3,P20b,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,Passeri,No
Amphispiza belli,Amphispiza_belli,Sage Sparrow,BL3,P20b,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,Passeri,No
Diuca speculifera,Diuca_speculifera,White-winged Diuca-finch,BL3,P17P18,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,Passeri,No
Ramphocelus costaricensis,Ramphocelus_costaricensis,Cherrie's Tanager,BL3,P13P14P16,Thraupidae,Tanagers,193,PASSERIFORMES,Passeri,No
Ramphocelus icteronotus,Ramphocelus_icteronotus,Lemon-rumped Tanager,IOC27,P13P14P16,Thraupidae,Tanagers and Allies,193,PASSERIFORMES,Passeri,No
Piranga lutea,Piranga_lutea,Tooth-billed Tanager,IOC27,P12,Thraupidae,Tanagers and Allies,193,PASSERIFORMES,Passeri,No
Piranga hepatica,Piranga_hepatica,Hepatic Tanager,IOC27,P12,Thraupidae,Tanagers and Allies,193,PASSERIFORMES,Passeri,No
Dacnis egregia,Dacnis_egregia,Yellow-tufted Dacnis,IOC27,P13P14P16,Thraupidae,Tanagers and Allies,193,PASSERIFORMES,Passeri,No
Compsospiza garleppi,Compsospiza_garleppi,Cochabamba Mountain-finch,BL3,P13P14P16,Thraupidae,Tanagers,193,PASSERIFORMES,Passeri,No
Compsospiza baeri,Compsospiza_baeri,Tucuman Mountain-finch,BL3,P13P14P16,Thraupidae,Tanagers,193,PASSERIFORMES,Passeri,No
Chlorothraupis frenata,Chlorothraupis_frenata,Olive Tanager,IOC27,P12,Thraupidae,Tanagers and Allies,193,PASSERIFORMES,Passeri,No
Buthraupis eximia,Buthraupis_eximia,Black-chested Mountain-tanager,BL3,P17P18,Thraupidae,Tanagers,193,PASSERIFORMES,Passeri,No
Buthraupis aureodorsalis,Buthraupis_aureodorsalis,Golden-backed Mountain-tanager,BL3,P17P18,Thraupidae,Tanagers,193,PASSERIFORMES,Passeri,No
Chlorospingus ophthalmicus,Chlorospingus_ophthalmicus,Common Bush-tanager,BL3,P20b,Thraupidae,Tanagers,193,PASSERIFORMES,Passeri,No
Delothraupis castaneoventris,Delothraupis_castaneoventris,Chestnut-bellied Mountain-tanager,BL3,P17P18,Thraupidae,Tanagers,193,PASSERIFORMES,Passeri,No
Hemispingus piurae,Hemispingus_piurae,Piura Hemispingus,IOC27,P13P14P16,Thraupidae,Tanagers and Allies,193,PASSERIFORMES,Passeri,No
Hemispingus ochraceus,Hemispingus_ochraceus,Western Hemispingus,IOC27,P13P14P16,Thraupidae,Tanagers and Allies,193,PASSERIFORMES,Passeri,No
Hemispingus reyi,Hemispingus_reyi,Grey-capped Hemispingus,BL3,P13P14P16,Thraupidae,Tanagers,193,PASSERIFORMES,Passeri,No
Hemispingus auricularis,Hemispingus_auricularis,White-browed Hemispingus,IOC27,P13P14P16,Thraupidae,Tanagers and Allies,193,PASSERIFORMES,Passeri,No
Saltator rufiventris,Saltator_rufiventris,Rufous-bellied Saltator,BL3,P17P18,Cardinalidae,"Grosbeaks, saltators and allies",194,PASSERIFORMES,Passeri,No
