SCIENTIFIC_NAME,Order,Family,brain_size_mm3,body_mass_g,brain_residual,migration_status,diet_breadth,development_mode,development_time_days
Lichenostomus_virescens,PASSERIFORMES (MELIPHAGIDA),Meliphagidae,0.92,23.4,0.441403164,Resident,0.117637979,altricial,26.6
Lichmera_indistincta,PASSERIFORMES (MELIPHAGIDA),Meliphagidae,0.51,11.2,0.264645703,Resident,0.118059616,altricial,27.9
Limicola_falcinellus,CHARADRIIFORMES,Scolopacidae,0.72,34.2,-0.016534791,Migrant,0.17491013,precocial,NA
Limnodromus_griseus,CHARADRIIFORMES,Scolopacidae,1.38,110.75,-0.024908065,Migrant,0.156120058,precocial,21.1
Limnodromus_scolopaceus,CHARADRIIFORMES,Scolopacidae,1.37,91.79,0.073120611,Migrant,0.156120058,precocial,20.6
Limnothlypis_swainsonii,PASSERIFORMES (PASSERIDA),Parulidae,0.67,18.9,0.244078278,Migrant,0.003370399,altricial,25.5
Limosa_fedoa,CHARADRIIFORMES,Scolopacidae,2.73,358.5,-0.001428433,Migrant,0,precocial,24.1
Limosa_haemastica,CHARADRIIFORMES,Scolopacidae,2.32,255.5,0.025781571,Migrant,0.111942483,precocial,52.75
Limosa_lapponica,CHARADRIIFORMES,Scolopacidae,2.77,291.25,0.129620352,Migrant,0.065788477,precocial,34.55
Lipaugus_vociferans,PASSERIFORMES (SUBOSCINES),Cotingidae,1.63,75.7,0.354969019,Resident,0.076257731,altricial,NA
Locustella_luscinioides,PASSERIFORMES (PASSERIDA),Sylviidae,0.55,15,0.176324907,Migrant,0,altricial,24.45
Lonchura_cucullata,PASSERIFORMES (PASSERIDA),Estrildidae,0.38,9.2,0.08072018,Resident,0.132536209,altricial,34.5
Lonchura_malacca,PASSERIFORMES (PASSERIDA),Estrildidae,0.6,13.05,0.341433613,Resident,0,altricial,36.25
Lophaetus_occipitalis,ACCIPITRIFORMES,Accipitridae,9.15,1292.5,0.488858856,Resident,NA,altricial,97
Lophodytes_cucullatus,ANSERIFORMES,Anatidae,4.61,617,0.218020124,Migrant,0.08844768,precocial,66.55
Lophoictinia_isura,ACCIPITRIFORMES,Accipitridae,6.5,525,0.652146276,Migrant,0.004854155,altricial,NA
Lopholaimus_antarcticus,COLUMBIFORMES,Columbidae,2.71,497,-0.191971137,Resident,0,altricial,44
Lophonetta_specularioides,ANSERIFORMES,Anatidae,4.84,1010.25,-0.009811599,Resident,0.021084016,precocial,82.5
Lophophorus_impejanus,GALLIFORMES,Phasianidae,6.2,2077.5,-0.166491222,Resident,NA,precocial,27.6
Lophorina_superba,PASSERIFORMES (CORVIDA),Paradisaeidae,2.6,77.33,0.809953396,Resident,0.071259387,altricial,37.75
Lophura_diardi,GALLIFORMES,Phasianidae,3.9,875,-0.145147285,Resident,0.071259387,precocial,NA
Lophura_nycthemera,GALLIFORMES,Phasianidae,4.74,1490,-0.248601554,Resident,NA,precocial,25.35
Lophura_swinhoii,GALLIFORMES,Phasianidae,4.25,1100,-0.187537833,Resident,0.153910555,precocial,25.1
Loriculus_amabilis,PSITTACIFORMES,Psittacidae,1.14,20,0.743859794,Resident,0,altricial,NA
Loriculus_galgulus,PSITTACIFORMES,Psittacidae,1.49,28.5,0.812990228,Resident,0,altricial,56
Loriculus_philippensis,PSITTACIFORMES,Psittacidae,1.48,34.9,0.692649013,Resident,0.05876176,altricial,55
Loriculus_vernalis,PSITTACIFORMES,Psittacidae,1.43,35.7,0.645571613,Resident,0.05876176,altricial,NA
Lorius_garrulus,PSITTACIFORMES,Psittacidae,5.17,143,1.152559442,Resident,0,altricial,102
Lorius_lory,PSITTACIFORMES,Psittacidae,5.12,177,1.023220974,Resident,0.117637979,altricial,84
Loxia_curvirostra,PASSERIFORMES (PASSERIDA),Fringillidae,1.42,34.3,0.660988792,Migrant,0.111883068,altricial,33.25
Loxia_leucoptera,PASSERIFORMES (PASSERIDA),Fringillidae,1.38,28.98,0.726931311,Resident,0.184667863,altricial,36
Loxigilla_violacea,PASSERIFORMES (PASSERIDA),Emberizidae,1.16,26.3,0.607685581,Resident,0.172493278,altricial,NA
Loxipasser_anoxanthus,PASSERIFORMES (PASSERIDA),Emberizidae,0.57,11.3,0.37088647,Resident,0.169333175,altricial,NA
Lugensa_brevirostris,PROCELLARIIFORMES,Procellariidae,4.26,297.51,0.548116441,Migrant,0.012588441,precocial,108.25
Luscinia_megarhynchos,PASSERIFORMES (PASSERIDA),Muscicapidae,0.7,19.4,0.273237928,Migrant,0,altricial,24
Lybius_torquatus,PICIFORMES,Ramphastidae,1.16,51.7,0.228651184,Resident,0.095794559,altricial,52.5
Lycocorax_pyrrhopterus,PASSERIFORMES (CORVIDA),Paradisaeidae,4.79,285.5,0.688485662,Resident,0.063341677,altricial,NA
Lymnocryptes_minimus,CHARADRIIFORMES,Scolopacidae,0.97,50.2,0.066283291,Migrant,NA,precocial,NA
Macheiramphus_alcinus,ACCIPITRIFORMES,Accipitridae,6.6,625,0.569637417,Resident,NA,altricial,67.5
Machetornis_rixosa,PASSERIFORMES (SUBOSCINES),Tyrannidae,0.96,29.6,0.352154692,Resident,0,altricial,30.5
Macrodipteryx_vexillarius,CAPRIMULGIFORMES,Caprimulgidae,0.87,72.4,-0.247877432,Migrant,0,precocial,NA
Macronectes_giganteus,PROCELLARIIFORMES,Procellariidae,17.94,3697.5,0.572699283,Migrant,0.002341416,precocial,179.25
Macronous_gularis,PASSERIFORMES (PASSERIDA),Timaliidae,0.65,12,0.468516553,Resident,0.071259387,altricial,NA
Macropygia_amboinensis,COLUMBIFORMES,Columbidae,1.49,237,-0.374858946,Resident,0.169333175,altricial,33
Macropygia_nigrirostris,COLUMBIFORMES,Columbidae,1.15,90.1,-0.091506842,Resident,0.169333175,altricial,NA
Macropygia_phasianella,COLUMBIFORMES,Columbidae,1.46,237,-0.395198631,Resident,0.169333175,altricial,NA
Macropygia_unchall,COLUMBIFORMES,Columbidae,1.48,167.5,-0.186954402,Resident,0.135863802,altricial,NA
Malaconotus_cruentus,PASSERIFORMES (CORVIDA),Malaconotidae,2.28,76.7,0.68320484,Resident,0.049892342,altricial,NA
Malacoptila_panamensis,PICIFORMES,Bucconidae,1.15,42.6,0.328564815,Resident,0.010195456,altricial,NA
Malacorhynchus_membranaceus,ANSERIFORMES,Anatidae,2.85,374,0.017852148,Resident,0.17491013,precocial,26.1
Malurus_alboscapulatus,PASSERIFORMES (MELIPHAGIDA),Maluridae,0.47,8,0.371659278,Resident,0,altricial,41.5
Malurus_coronatus,PASSERIFORMES (MELIPHAGIDA),Maluridae,0.475,9,0.31618937,Resident,0,altricial,24
Malurus_cyaneus,PASSERIFORMES (MELIPHAGIDA),Maluridae,0.47,9.3,0.287218925,Resident,0.073084121,altricial,26.85
Malurus_elegans,PASSERIFORMES (MELIPHAGIDA),Maluridae,0.57,10.08,0.434956881,Resident,0,altricial,27.25
Malurus_lamberti,PASSERIFORMES (MELIPHAGIDA),Maluridae,0.46,7.9,0.357207179,Resident,0.155475671,altricial,25.4
Malurus_leucopterus,PASSERIFORMES (MELIPHAGIDA),Maluridae,0.39,7.4,0.228793686,Resident,0.057821531,altricial,24
Malurus_melanocephalus,PASSERIFORMES (MELIPHAGIDA),Maluridae,0.45,7.9,0.335228272,Resident,0.057821531,altricial,24.75
Malurus_pulcherrimus,PASSERIFORMES (MELIPHAGIDA),Maluridae,0.42,9.2,0.180803638,Resident,0,altricial,25.5
Malurus_splendens,PASSERIFORMES (MELIPHAGIDA),Maluridae,0.45,9.43,0.235949041,Resident,0.021084016,altricial,26.35
Manacus_candei,PASSERIFORMES (SUBOSCINES),Pipridae,0.57,19.85,0.05493442,Resident,0.071259387,altricial,NA
Manacus_manacus,PASSERIFORMES (SUBOSCINES),Pipridae,0.59,17.65,0.155296069,Resident,0.023556822,altricial,32.5
Manacus_vitellinus,PASSERIFORMES (SUBOSCINES),Pipridae,0.62,18.2,0.187684592,Resident,0.071259387,altricial,NA
Manorina_flavigula,PASSERIFORMES (MELIPHAGIDA),Meliphagidae,1.37,56.13,0.34893756,Resident,0.125057937,altricial,31
Manorina_melanocephala,PASSERIFORMES (MELIPHAGIDA),Meliphagidae,1.86,60.3,0.614515872,Resident,0.16294187,altricial,32
Manorina_melanophrys,PASSERIFORMES (MELIPHAGIDA),Meliphagidae,1.14,30.45,0.508127956,Resident,0.112715136,altricial,27.7
Margarops_fuscatus,PASSERIFORMES (PASSERIDA),Mimidae,2.35,109.4,0.514301632,Resident,0.064947975,altricial,35.5
Margarops_fuscus,PASSERIFORMES (PASSERIDA),Mimidae,1.54,67.23,0.36471444,Resident,0,altricial,NA
Mecocerculus_leucophrys,PASSERIFORMES (SUBOSCINES),Tyrannidae,0.48,10.4,0.245580386,Resident,0.023556822,altricial,NA
Megaceryle_alcyon,CORACIIFORMES,Alcedinidae,2.46,147.6,0.392092647,Migrant,0.02767388,altricial,53.4
Megaceryle_torquata,CORACIIFORMES,Alcedinidae,3.57,317,0.335828291,Resident,0.02963554,altricial,57.25
Megalaima_asiatica,PICIFORMES,Ramphastidae,1.53,90.5,0.191514809,Resident,0.070585807,altricial,NA
Megalaima_lineata,PICIFORMES,Ramphastidae,2.01,149,0.184771903,Resident,0.100083002,altricial,NA
Megalaima_zeylanica,PICIFORMES,Ramphastidae,1.9,119,0.254570348,Resident,0.102880709,altricial,NA
Megalurus_gramineus,PASSERIFORMES (PASSERIDA),Sylviidae,0.56,14.1,0.229042766,Resident,0,altricial,NA
Megalurus_palustris,PASSERIFORMES (PASSERIDA),Sylviidae,1.14,38.25,0.380234644,Resident,0,altricial,NA
Megapodius_eremita,GALLIFORMES,Megapodiidae,3.21,657.5,-0.179589689,Resident,0.184667863,precocial,52.51
Megapodius_freycinet,GALLIFORMES,Megapodiidae,3.78,642.5,-0.003194642,Resident,0,precocial,42.01
Megarynchus_pitangua,PASSERIFORMES (SUBOSCINES),Tyrannidae,1.17,63.4,0.122829545,Resident,0.06880046,altricial,41.5
Megascops_asio,STRIGIFORMES,Strigidae,4.91,180.5,0.970359544,Resident,0.023867344,altricial,58
Megascops_choliba,STRIGIFORMES,Strigidae,3.41,107.63,0.89574597,Resident,0.00376014,altricial,NA
Megascops_nudipes,STRIGIFORMES,Strigidae,3.71,142.51,0.822643532,Resident,0.00144387,altricial,NA
Melampitta_lugubris,PASSERIFORMES (ORTHONYCHIDA),Orthonychidae,2.1,42.7,0.929425343,Resident,0.078365211,altricial,62
Melanerpes_carolinus,PICIFORMES,Picidae,2.16,69.6,0.683611543,Resident,0.184749663,altricial,37
Melanerpes_erythrocephalus,PICIFORMES,Picidae,1.78,71.6,0.474229108,Migrant,0.172693035,altricial,38.6
Melanerpes_formicivorus,PICIFORMES,Picidae,1.99,79.65,0.525999487,Resident,0.187324341,altricial,45
Melanerpes_lewis,PICIFORMES,Picidae,2.22,106,0.475098773,Migrant,0.188932103,altricial,44.15
Melanerpes_striatus,PICIFORMES,Picidae,2.04,73.5,0.595878171,Resident,0.155000124,altricial,NA
Melanitta_fusca,ANSERIFORMES,Anatidae,6.68,1545.58,0.07394127,Migrant,0.047866635,precocial,57.95
Melanitta_nigra,ANSERIFORMES,Anatidae,5.85,1072,0.146444423,Migrant,NA,precocial,74.5
Melanitta_perspicillata,ANSERIFORMES,Anatidae,5.7,1097.5,0.107285341,Migrant,0.156120058,precocial,46.2
Melanocharis_crassirostris,PASSERIFORMES (PASSERIDA),Melanocharitidae,0.56,13.45,0.255509826,Resident,0.071259387,altricial,NA
Melanocharis_nigra,PASSERIFORMES (PASSERIDA),Melanocharitidae,0.54,12.83,0.245607692,Resident,0.071259387,altricial,NA
Melanocharis_striativentris,PASSERIFORMES (PASSERIDA),Melanocharitidae,0.68,18.3,0.276985061,Resident,0,altricial,NA
Melanodryas_cucullata,PASSERIFORMES (PASSERIDA),Petroicidae,0.8,21.25,0.355690057,Resident,0.155475671,altricial,28.75
Melanodryas_vittata,PASSERIFORMES (PASSERIDA),Petroicidae,1,20,0.612831531,Resident,0.17491013,altricial,30.5
Melanoperdix_niger,GALLIFORMES,Phasianidae,1.91,280,-0.220032704,Resident,NA,precocial,18.6
Melanoptila_glabrirostris,PASSERIFORMES (PASSERIDA),Mimidae,1.2,35.4,0.474951193,Resident,0,altricial,29.5
Meleagris_gallopavo,GALLIFORMES,Phasianidae,8.21,6050,-0.485116369,Resident,0.176853046,precocial,28.1
Meleagris_ocellata,GALLIFORMES,Phasianidae,5.84,5525,-0.774832408,Resident,NA,precocial,NA
Melidectes_torquatus,PASSERIFORMES (MELIPHAGIDA),Meliphagidae,1.45,44.98,0.529879597,Resident,0.097557816,altricial,NA
Melidora_macrorrhina,CORACIIFORMES,Alcedinidae,2.3,102,0.532072359,Resident,0.010195456,altricial,NA
Melierax_canorus,ACCIPITRIFORMES,Accipitridae,6.88,675,0.568027131,Resident,0.007039909,altricial,89.75
Melilestes_megarhynchus,PASSERIFORMES (MELIPHAGIDA),Meliphagidae,1.27,42.08,0.434707268,Resident,0.107590699,altricial,NA
Meliphaga_gracilis,PASSERIFORMES (MELIPHAGIDA),Meliphagidae,0.65,15,0.343378991,Resident,0.117637979,altricial,25.5
Meliphaga_lewinii,PASSERIFORMES (MELIPHAGIDA),Meliphagidae,1.17,34.92,0.457289394,Resident,0.090326388,altricial,29.25
Meliphaga_notata,PASSERIFORMES (MELIPHAGIDA),Meliphagidae,0.87,26.13,0.323640179,Resident,0.117637979,altricial,29.6
Melipotes_fumigatus,PASSERIFORMES (MELIPHAGIDA),Meliphagidae,1.55,58.6,0.448231569,Resident,0.063464245,altricial,NA
Melithreptus_albogularis,PASSERIFORMES (MELIPHAGIDA),Meliphagidae,0.63,11.05,0.483516178,Resident,0.122978767,altricial,27
Melithreptus_brevirostris,PASSERIFORMES (MELIPHAGIDA),Meliphagidae,0.68,12.6,0.486275757,Resident,0.122978767,altricial,NA
Melithreptus_lunatus,PASSERIFORMES (MELIPHAGIDA),Meliphagidae,0.6,14.05,0.300027803,Resident,0.122978767,altricial,28.9
Melithreptus_validirostris,PASSERIFORMES (MELIPHAGIDA),Meliphagidae,1.28,24.85,0.737928947,Resident,0.114730902,altricial,NA
Melopsittacus_undulatus,PSITTACIFORMES,Psittacidae,1.5,29,0.809926032,Resident,0,altricial,52.25
Melopyrrha_nigra,PASSERIFORMES (PASSERIDA),Emberizidae,0.84,16.5,0.546359145,Resident,0.135863802,altricial,NA
Melospiza_georgiana,PASSERIFORMES (PASSERIDA),Emberizidae,0.81,17.6,0.473798686,Migrant,0.17491013,altricial,24.25
Menura_novaehollandiae,PASSERIFORMES (MENURIDA),Menuridae,10.71,980,0.801500001,Resident,0.056608417,altricial,97
Mergus_merganser,ANSERIFORMES,Anatidae,6.12,1470.5,0.014311105,Migrant,0.035793412,precocial,64.25
Mergus_serrator,ANSERIFORMES,Anatidae,4.83,1021.5,-0.018090258,Migrant,0.067482041,precocial,94
Merops_apiaster,CORACIIFORMES,Meropidae,0.88,56.6,-0.098382763,Migrant,0,altricial,50.5
Merops_orientalis,CORACIIFORMES,Meropidae,0.48,14.65,0.053433003,Resident,0,altricial,NA
Merops_ornatus,CORACIIFORMES,Meropidae,0.62,26.9,-0.031420249,Migrant,0,altricial,53.6
Merops_pusillus,CORACIIFORMES,Meropidae,0.41,15.1,-0.121162432,Resident,0,altricial,42.25
Mesembrinibis_cayennensis,PELECANIFORMES,Threskiornithidae,6.34,756,0.422733202,Resident,0.063779149,precocial,NA
Mesophoyx_intermedia,PELECANIFORMES,Ardeidae,4.15,462,0.275140619,Migrant,0.029348317,altricial,67.1
Micrastur_semitorquatus,FALCONIFORMES,Falconidae,6,631,0.468969292,Resident,0.004385685,altricial,NA
Micrathene_whitneyi,STRIGIFORMES,Strigidae,1.4,33.2,0.665083505,Migrant,0,altricial,54.5
Microeca_fascinans,PASSERIFORMES (PASSERIDA),Petroicidae,0.54,14.57,0.174286787,Resident,0,altricial,35.65
Microeca_flavigaster,PASSERIFORMES (PASSERIDA),Petroicidae,0.51,12.55,0.200823485,Resident,0,altricial,NA
Microeca_papuana,PASSERIFORMES (PASSERIDA),Petroicidae,0.58,12.25,0.343009121,Resident,0,altricial,NA
Microhierax_erythrogenys,FALCONIFORMES,Falconidae,1.4,48.88,0.448158051,Resident,0.003370399,altricial,NA
Micropsitta_pusio,PSITTACIFORMES,Psittacidae,0.98,14.5,0.772970986,Resident,0.153910555,altricial,NA
Milvago_chimango,FALCONIFORMES,Falconidae,4.59,296,0.62558084,Resident,0.006134762,altricial,68.5
Milvus_migrans,ACCIPITRIFORMES,Accipitridae,5.82,567,0.498485072,Migrant,0.015995874,altricial,73.25
Mimus_polyglottos,PASSERIFORMES (PASSERIDA),Mimidae,1.38,48.5,0.43814604,Resident,0.071259387,altricial,24.8
Minla_ignotincta,PASSERIFORMES (PASSERIDA),Timaliidae,0.71,14.15,0.464385839,Resident,0.17491013,altricial,NA
Mino_dumontii,PASSERIFORMES (PASSERIDA),Sturnidae,2.98,190,0.442243932,Resident,0.071259387,altricial,NA
Mionectes_oleagineus,PASSERIFORMES (SUBOSCINES),Tyrannidae,0.45,11.23,0.137982441,Resident,0.057821531,altricial,38.5
Mirafra_javanica,PASSERIFORMES (PASSERIDA),Alaudidae,0.73,23,0.21974313,Resident,0.17491013,altricial,NA
Mitrephanes_phaeocercus,PASSERIFORMES (SUBOSCINES),Tyrannidae,0.32,8.6,-0.053309413,Resident,0,altricial,NA
Mitrospingus_cassinii,PASSERIFORMES (PASSERIDA),Thraupidae,1.31,40.4,0.488565813,Resident,0.071259387,altricial,NA
Mniotilta_varia,PASSERIFORMES (PASSERIDA),Parulidae,0.44,10.9,0.132235815,Migrant,0.045606008,altricial,21
Molothrus_ater,PASSERIFORMES (PASSERIDA),Icteridae,1.15,41.67,0.340943113,Migrant,0.17491013,altricial,21.5
Molothrus_oryzivorus,PASSERIFORMES (PASSERIDA),Icteridae,3.14,184,0.512538365,Resident,0.149818013,altricial,30.5
Momotus_momota,CORACIIFORMES,Momotidae,2.19,133,0.334243339,Resident,0.064947975,altricial,51.5
Monachella_muelleriana,PASSERIFORMES (PASSERIDA),Petroicidae,0.75,22,0.271700083,Resident,0,altricial,NA
Monarcha_guttula,PASSERIFORMES (CORVIDA),Monarchidae,0.68,16.4,0.338459143,Resident,0,altricial,NA
Monarcha_leucotis,PASSERIFORMES (CORVIDA),Monarchidae,0.52,13.75,0.169030897,Resident,0,altricial,NA
Monarcha_melanopsis,PASSERIFORMES (CORVIDA),Monarchidae,0.92,24,0.42720509,Migrant,0,altricial,21.5
Monarcha_trivirgatus,PASSERIFORMES (CORVIDA),Monarchidae,0.63,13.5,0.371211991,Migrant,0,altricial,NA
Monasa_nigrifrons,PICIFORMES,Bucconidae,1.52,80.7,0.249230723,Resident,0.010195456,altricial,NA
Monias_benschi,MESITORNITHIFORMES,Mesitornithidae,2,138,0.222793122,Resident,0.184667863,precocial,NA
Monticola_saxatilis,PASSERIFORMES (PASSERIDA),Muscicapidae,1.29,50.3,0.350268709,Migrant,0.02410685,altricial,29.5
Morus_serrator,SULIFORMES,Sulidae,15.7,1003.9,1.170470429,Migrant,0.012588441,altricial,147.55
Motacilla_alba,PASSERIFORMES (PASSERIDA),Motacillidae,0.6,24.8,-0.01862726,Migrant,0,altricial,26.3
Motacilla_flava,PASSERIFORMES (PASSERIDA),Motacillidae,0.55,17.7,0.083505405,Migrant,0.155475671,altricial,26.4
Mulleripicus_fulvus,PICIFORMES,Picidae,4.43,200,0.809955245,Resident,0,altricial,NA
Muscicapa_striata,PASSERIFORMES (PASSERIDA),Muscicapidae,0.49,15.4,0.046053431,Migrant,0.023556822,altricial,26.85
Muscisaxicola_alpinus,PASSERIFORMES (SUBOSCINES),Tyrannidae,0.78,22.75,0.292121472,Resident,0,altricial,29.5
Myadestes_genibarbis,PASSERIFORMES (PASSERIDA),Turdidae,0.92,29.2,0.317225045,Resident,0.071259387,altricial,NA
Myadestes_townsendi,PASSERIFORMES (PASSERIDA),Turdidae,1.01,34.1,0.323561757,Migrant,0.160356793,altricial,24.7
Mycteria_americana,CICONIIFORMES,Ciconiidae,14.88,2558.5,0.592188859,Resident,0.02963554,altricial,85
Myiagra_alecto,PASSERIFORMES (CORVIDA),Monarchidae,0.73,19.6,0.309450343,Resident,0.063341677,altricial,NA
Myiagra_caledonica,PASSERIFORMES (CORVIDA),Monarchidae,0.59,10.95,0.423017058,Resident,0,altricial,36
Myiagra_cyanoleuca,PASSERIFORMES (CORVIDA),Monarchidae,0.63,17.5,0.225679674,Migrant,0.155475671,altricial,31
Myiagra_inquieta,PASSERIFORMES (CORVIDA),Monarchidae,0.76,20.9,0.313710281,Resident,0,altricial,28
Myiagra_rubecula,PASSERIFORMES (CORVIDA),Monarchidae,0.54,15,0.157975768,Migrant,0.155475671,altricial,NA
Myiarchus_cinerascens,PASSERIFORMES (SUBOSCINES),Tyrannidae,0.77,28.2,0.158783728,Migrant,NA,altricial,30.75
Myiarchus_stolidus,PASSERIFORMES (SUBOSCINES),Tyrannidae,0.65,20.8,0.160053875,Resident,0.071259387,altricial,NA
Myiarchus_tuberculifer,PASSERIFORMES (SUBOSCINES),Tyrannidae,0.66,18.2,0.250204949,Resident,0.073084121,altricial,27.5
Myiarchus_tyrannulus,PASSERIFORMES (SUBOSCINES),Tyrannidae,0.98,36.25,0.259120655,Resident,0.054537079,altricial,30.5
Myiarchus_validus,PASSERIFORMES (SUBOSCINES),Tyrannidae,1.2,41,0.39259285,Resident,0.071259387,altricial,NA
Myiobius_barbatus,PASSERIFORMES (SUBOSCINES),Tyrannidae,0.35,10.9,-0.096605757,Resident,0,altricial,45.5
Myioborus_pictus,PASSERIFORMES (PASSERIDA),Parulidae,0.39,9.8,0.071265318,Migrant,0,altricial,26.5
Myiodynastes_maculatus,PASSERIFORMES (SUBOSCINES),Tyrannidae,1.13,45.9,0.269179182,Migrant,0,altricial,36.75
Myiopagis_cotta,PASSERIFORMES (SUBOSCINES),Tyrannidae,0.42,11.6,0.050810687,Resident,0.023556822,altricial,NA
Myiophobus_fasciatus,PASSERIFORMES (SUBOSCINES),Tyrannidae,0.37,9.9,0.012928196,Resident,0.023556822,altricial,33
Myiopsitta_monachus,PSITTACIFORMES,Psittacidae,4.08,120,1.014120586,Resident,0.143626284,altricial,73
Myiozetetes_similis,PASSERIFORMES (SUBOSCINES),Tyrannidae,0.82,28,0.225688986,Resident,0.185111168,altricial,35.1
Myrmeciza_exsul,PASSERIFORMES (SUBOSCINES),Thamnophilidae,1.03,26.07,0.493750231,Resident,0.003370399,altricial,NA
Myrmeciza_ferruginea,PASSERIFORMES (SUBOSCINES),Thamnophilidae,0.82,26.1,0.265095529,Resident,0,altricial,NA
Myrmeciza_nigricauda,PASSERIFORMES (SUBOSCINES),Thamnophilidae,1.03,24,0.540145501,Resident,NA,altricial,NA
Myrmotherula_axillaris,PASSERIFORMES (SUBOSCINES),Thamnophilidae,0.39,8.1,0.178106848,Resident,0.003370399,altricial,24
Myzomela_obscura,PASSERIFORMES (MELIPHAGIDA),Meliphagidae,0.51,11.95,0.228296439,Resident,0.109314459,altricial,NA
Myzomela_sanguinolenta,PASSERIFORMES (MELIPHAGIDA),Meliphagidae,0.34,8.35,0.023859004,Resident,0.11452788,altricial,23
Nandayus_nenday,PSITTACIFORMES,Psittacidae,4.55,128,1.086958016,Resident,NA,altricial,NA
Nannopsittaca_panychlora,PSITTACIFORMES,Psittacidae,1.45,38.75,0.613486797,Resident,0,altricial,NA
Necrosyrtes_monachus,ACCIPITRIFORMES,Accipitridae,12.25,2050,0.521958258,Resident,0.024275657,altricial,151
Nectarinia_calcostetha,PASSERIFORMES (PASSERIDA),Nectariniidae,0.41,8.3,0.214438689,Resident,0.122978767,altricial,NA
Nectarinia_jugularis,PASSERIFORMES (PASSERIDA),Nectariniidae,0.4,9.03,0.142472908,Resident,0.117637979,altricial,28.7
Nectarinia_olivacea,PASSERIFORMES (PASSERIDA),Nectariniidae,0.46,7.9,0.357207179,Resident,0.117637979,altricial,29
Nectarinia_violacea,PASSERIFORMES (PASSERIDA),Nectariniidae,0.43,8.94,0.220410919,Resident,0.122978767,altricial,33.25
Neochen_jubata,ANSERIFORMES,Anatidae,5.8,1250,0.051712916,Resident,0.070585807,precocial,NA
Neochmia_phaeton,PASSERIFORMES (PASSERIDA),Estrildidae,0.5,10,0.308397121,Resident,0.057821531,altricial,34.75
Neochmia_temporalis,PASSERIFORMES (PASSERIDA),Estrildidae,0.52,10.9,0.2992899,Resident,0.155475671,altricial,30.75
Neophema_chrysostoma,PSITTACIFORMES,Psittacidae,1.54,46.1,0.576305727,Resident,0,altricial,48
Neophema_elegans,PSITTACIFORMES,Psittacidae,1.28,43.4,0.425229274,Resident,0,altricial,50.1
Neophema_petrophila,PSITTACIFORMES,Psittacidae,1.7,53.2,0.594820377,Resident,0.169333175,altricial,48
Neophema_pulchella,PSITTACIFORMES,Psittacidae,1.29,41.4,0.459468867,Resident,0.169333175,altricial,48
Neophema_splendida,PSITTACIFORMES,Psittacidae,1.28,38.6,0.490958346,Resident,0,altricial,48
Neopsephotus_bourkii,PSITTACIFORMES,Psittacidae,1.25,44.4,0.388737844,Resident,0,altricial,45.5
Neopsittacus_musschenbroekii,PSITTACIFORMES,Psittacidae,2.45,57,0.921589363,Resident,0.153910555,altricial,NA
Neopsittacus_pullicauda,PSITTACIFORMES,Psittacidae,1.95,33.2,0.996440641,Resident,0.217680211,altricial,NA
Neotis_denhami,OTIDIFORMES,Otididae,12.25,4827.75,0.04161537,Resident,NA,precocial,NA
Nesofregetta_fuliginosa,PROCELLARIIFORMES,Hydrobatidae,0.88,64.57,-0.172262279,Migrant,0.014161996,precocial,NA
Nesospingus_speculiferus,PASSERIFORMES (PASSERIDA),Thraupidae,1.43,36.25,0.636997807,Resident,0.117079446,altricial,NA
Nestor_meridionalis,PSITTACIFORMES,Psittacidae,13,429,1.458540947,Resident,0.175528867,altricial,91
Nestor_notabilis,PSITTACIFORMES,Psittacidae,14.4,867.5,1.165931893,Resident,0.067507193,altricial,115.5
Netta_rufina,ANSERIFORMES,Anatidae,5.36,1118,0.035404803,Migrant,0.163084606,precocial,50.8
Nettapus_pulchellus,ANSERIFORMES,Anatidae,2.68,372.5,-0.041396356,Resident,0.156120058,precocial,NA
Nicator_chloris,PASSERIFORMES (PASSERIDA),Pycnonotidae,1.28,46.2,0.390168233,Resident,0.085101037,altricial,26.5
Ninox_boobook,STRIGIFORMES,Strigidae,5.53,284,0.835097212,Resident,0.00775503,altricial,70.7
Ninox_connivens,STRIGIFORMES,Strigidae,6.4,700,0.475311713,Resident,0.004854155,altricial,71
Ninox_jacquinoti,STRIGIFORMES,Strigidae,4.38,175.73,0.87115354,Resident,0.00144387,altricial,NA
Ninox_rufa,STRIGIFORMES,Strigidae,8.43,953.75,0.577345,Resident,NA,altricial,86
Ninox_squamipila,STRIGIFORMES,Strigidae,4.4,130,1.04474067,Resident,0,altricial,NA
Ninox_strenua,STRIGIFORMES,Strigidae,11.44,1349.5,0.688019435,Resident,0,altricial,96.25
Nipponia_nippon,PELECANIFORMES,Threskiornithidae,10.9,1900,0.44780755,Resident,NA,precocial,NA
Northiella_haematogaster,PSITTACIFORMES,Psittacidae,2.4,85.5,0.673587682,Resident,0.169333175,altricial,51
Notharchus_macrorhynchos,PICIFORMES,Bucconidae,1.7,98.2,0.251082927,Resident,NA,altricial,NA
Nothoprocta_ornata,TINAMIFORMES,Tinamidae,2.85,596.25,-0.243704548,Resident,0.153910555,precocial,22.1
Nothura_maculosa,TINAMIFORMES,Tinamidae,1.58,258.25,-0.364364459,Resident,0.172493278,precocial,NA
Numenius_americanus,CHARADRIIFORMES,Scolopacidae,3.8,510.19,0.131392317,Migrant,NA,precocial,49.05
