Species;resident.km2;breeding.km2;non-breeding.km2;passage.km2;range.size.km2
Anas erythrorhyncha;10763631.3;;;;10763631.3
Anas flavirostris;3939682.398;;;;3939682.398
Anas fulvigula;1390025.247;76903.58658;16085.37468;;1483014.208
Anas georgica;4163809.718;;;;4163809.718
Anas gibberifrons;787780.1161;;;;787780.1161
Anas gracilis;8458429.847;;;;8458429.847
Anas laysanensis;1.1623855;;;;1.1623855
Anas luzonica;279964.7059;;;;279964.7059
Anas melleri;210456.1415;;;;210456.1415
Anas nesiotis;115.836403;;;;115.836403
Anas platyrhynchos;13495366.4;26220617.26;6475393.314;13668.26305;46205045.24
Anas poecilorhyncha;5226381.673;;34449.5979;;5260831.271
Anas rubripes;750597.336;3366079.5;2455886.552;;6572563.388
Anas sparsa;9211075.716;;;;9211075.716
Anas superciliosa;8845271.825;;;;8845271.825
Anas undulata;8477012.756;;;;8477012.756
Anas wyvilliana;4135.832536;;;;4135.832536
Anas zonorhyncha;1688412.879;6529689.414;638268.0087;;8856370.302
Anastomus lamelligerus;13407331.01;;;;13407331.01
Anastomus oscitans;2119874.409;;1292294.12;;3412168.529
Ancistrops strigilatus;2508021.344;;;;2508021.344
Andigena cucullata;48676.9069;;;;48676.9069
Andigena hypoglauca;122189.946;;;;122189.946
Andigena laminirostris;14349.89397;;;;14349.89397
Andigena nigrirostris;109918.5961;;;;109918.5961
Androdon aequatorialis;112867.8975;;;;112867.8975
Andropadus importunus;1246264.347;;;;1246264.347
Androphobus viridis;53379.46603;;;;53379.46603
Anhima cornuta;10979579.56;;;;10979579.56
Anhinga anhinga;14486264.33;434891.9733;;;14921156.3
Anhinga melanogaster;6864775.83;;;;6864775.83
Anhinga novaehollandiae;6824197.067;;;;6824197.067
Anhinga rufa;17976111.79;;;;17976111.79
Anisognathus flavinucha;43045.20085;;;;43045.20085
Anisognathus igniventris;96590.4567;;;;96590.4567
Anisognathus lacrymosus;151719.2614;;;;151719.2614
Anisognathus lunulatus;181528.2419;;;;181528.2419
Anisognathus melanogenys;7867.341078;;;;7867.341078
Anisognathus notabilis;18615.73473;;;;18615.73473
Anisognathus somptuosus;319715.8058;;;;319715.8058
Anodorhynchus glaucus;0.614215;;;;0.614215
Anodorhynchus hyacinthinus;535737.9939;;;;535737.9939
Anodorhynchus leari;3827.93723;;1328.888966;;5156.826196
Anomalospiza imberbis;1812434.777;;;;1812434.777
Anopetia gounellei;534559.8293;;;;534559.8293
Anorrhinus austeni;774328.4337;;;;774328.4337
Anorrhinus galeritus;1382114.281;;;;1382114.281
Anorrhinus tickelli;160253.5866;;;;160253.5866
Anous minutus;6579367.965;468.3242615;77468092.5;;84047928.79
Anous stolidus;10153194.29;;158060611.2;;168213805.5
Anous tenuirostris;175157.5138;;5308073.607;;5483231.12
Anser albifrons;;5890653.771;4663026.586;13219.73327;10566900.09
Anser anser;;13274505.71;5456730.208;;18731235.91
Anser brachyrhynchus;;190295.6071;54721.03236;;245016.6395
Anser caerulescens;;581439.0658;1763322.479;7085767.528;9430529.072
Anser canagicus;;186578.8912;68546.63683;;255125.528
Anser cygnoid;;2165884.417;919141.3895;4081620.758;7166646.564
Anser erythropus;;2611449.757;2260775.427;24228029.31;29100254.49
Anser fabalis;;13920593.76;3991320.868;9824.900131;17921739.53
Anser indicus;;2372751.104;2022499.018;;4395250.122
Anser rossii;;215538.4225;693045.2908;1989059.282;2897642.995
Anseranas semipalmata;223250.1356;;1084963.185;;1308213.32
Anthipes monileger;941111.2093;;;;941111.2093
Anthipes solitaris;157330.4477;;;;157330.4477
Anthobaphes violacea;92054.96157;;;;92054.96157
Anthocephala floriceps;10065.63589;;;;10065.63589
Anthochaera carunculata;2174288.131;;;;2174288.131
Anthochaera chrysoptera;674466.4;;;;674466.4
Anthochaera lunulata;237315.2134;;;;237315.2134
Anthochaera paradoxa;46845.87093;;;;46845.87093
Anthochaera phrygia;;8427.007608;273626.7247;;282053.7323
Anthornis melanura;212912.2002;;;;212912.2002
Anthoscopus caroli;4646795.469;;;;4646795.469
Anthoscopus flavifrons;1189531.951;;;;1189531.951
Anthoscopus minutus;1707203.297;;;;1707203.297
Anthoscopus musculus;1141604.877;;;;1141604.877
Anthoscopus parvulus;1977019.058;;;;1977019.058
Anthoscopus punctifrons;2413918.825;;;;2413918.825
Anthoscopus sylviella;183144.2412;;;;183144.2412
Anthracoceros albirostris;4467435.92;;;;4467435.92
Anthracoceros coronatus;701453.9253;;;;701453.9253
Anthracoceros malayanus;798732.019;;;;798732.019
Anthracoceros marchei;13398.72667;;;;13398.72667
Anthracoceros montani;569.8734785;;;;569.8734785
Anthracothorax aurulentus;9528.152818;;;;9528.152818
Anthracothorax dominicus;75273.83738;;;;75273.83738
Anthracothorax mango;11060.40348;;;;11060.40348
Anthracothorax nigricollis;9808502.57;;;;9808502.57
Anthracothorax prevostii;774499.9642;;;;774499.9642
Anthracothorax veraguensis;30495.16701;;;;30495.16701
Anthracothorax viridigula;590723.521;;;;590723.521
Anthracothorax viridis;8784.278075;;;;8784.278075
Anthreptes anchietae;465425.0819;;;;465425.0819
Anthreptes aurantius;1740401.85;;;;1740401.85
Anthreptes gabonicus;1338471.858;;;;1338471.858
Anthreptes griseigularis;98270.34423;;;;98270.34423
Anthreptes longuemarei;5262381.618;;;;5262381.618
Anthreptes malacensis;2167019.369;;;;2167019.369
Anthreptes neglectus;250684.7467;;;;250684.7467
Anthreptes orientalis;1935856.514;;;;1935856.514
Anthreptes rectirostris;448206.8297;;;;448206.8297
Anthreptes reichenowi;437699.3905;;;;437699.3905
Anthreptes rhodolaemus;434745.2725;;;;434745.2725
Anthreptes rubritorques;7042.28258;;;;7042.28258
Anthreptes seimundi;2080482.842;;;;2080482.842
Anthreptes simplex;1062496.925;;;;1062496.925
Anthreptes tephrolaemus;2477344.34;;;;2477344.34
Anthropoides paradiseus;886256.1846;;;;886256.1846
Anthropoides virgo;;8893489.399;2788227.455;;11681716.85
Anthus antarcticus;588.121595;;;;588.121595
Anthus berthelotii;8324.841148;;;;8324.841148
Anthus bogotensis;335672.1306;;;;335672.1306
Anthus brachyurus;1506009.449;;;;1506009.449
Anthus caffer;709846.9986;;;;709846.9986
Anthus campestris;;11177642.43;8452862.069;;19630504.49
Anthus cervinus;;3790976.295;11423707.39;1188.303763;15215871.99
Anthus chacoensis;620244.1615;;;;620244.1615
Anthus cinnamomeus;9824858.13;;;;9824858.13
Anthus correndera;3616420.417;69190.53323;;;3685610.95
Anthus crenatus;264472.3461;;;;264472.3461
Anthus furcatus;1987820.884;;;;1987820.884
Anthus godlewskii;;2407360.746;2154495.787;4441641.841;9003498.374
Anthus gustavi;;4259734.619;500593.8348;;4760328.454
Anthus gutturalis;34553.54946;;;;34553.54946
Anthus hellmayri;913262.4387;237209.7905;;;1150472.229
Anthus hodgsoni;851783.3007;13258967.28;4814693.691;;18925444.28
Anthus hoeschi;;31325.45526;182029.55;1004448.104;1217803.109
Anthus leucophrys;8922394.641;;;;8922394.641
Anthus lineiventris;1552408.157;;;;1552408.157
Anthus lutescens;7241710.044;;;;7241710.044
Anthus melindae;108295.9227;;;;108295.9227
Anthus nattereri;180966.8241;;;;180966.8241
Anthus nilghiriensis;11457.54981;;;;11457.54981
Anthus novaeseelandiae;6481041.966;;;;6481041.966
Anthus nyassae;3379531.63;;;;3379531.63
Anthus pallidiventris;832504.3121;;;;832504.3121
Anthus peruvianus;88177.24089;;;;88177.24089
Anthus petrosus;140009.3147;144743.873;204763.4153;;489516.6029
Anthus pratensis;915900.291;5821992.324;4495463.442;;11233356.06
Anthus richardi;;13312554.7;4369491.518;5318215.461;23000261.67
Anthus roseatus;1231069.779;3699377.308;587073.3276;;5517520.414
Anthus rubescens;;12541356.22;8082596.619;9913999.515;30537952.36
Anthus rufulus;7315978.39;361797.5923;;;7677775.983
Anthus similis;6311522.295;1209476.106;1609482.223;;9130480.624
Anthus sokokensis;2161.811343;;;;2161.811343
Anthus spinoletta;604930.3308;3205389.976;8127532.01;;11937852.32
Anthus spragueii;;1036853.104;2828987.109;;3865840.214
Anthus sylvanus;444621.261;;;;444621.261
Anthus trivialis;;15351732.69;12425738.51;;27777471.2
Anthus vaalensis;3421259.983;;;;3421259.983
Antigone antigone;1814303.945;50735.78231;16460.75017;;1881500.478
Antigone canadensis;97882.03238;8491015.635;1101522.927;5019086.345;14709506.94
Antigone rubicunda;3560110.13;;;;3560110.13
Antigone vipio;;748193.06;124429.1367;;872622.1966
Antilophia bokermanni;16.565148;;;;16.565148
Antilophia galeata;1960794.558;;;;1960794.558
Antrostomus arizonae;639889.0702;374379.0231;;;1014268.093
Antrostomus badius;110798.3311;;28776.46088;;139574.7919
Antrostomus carolinensis;128284.6438;1678337.629;1745327.003;1146.802859;3553096.078
Antrostomus cubanensis;109236.9373;;;;109236.9373
Antrostomus ekmani;14434.25693;;;;14434.25693
Antrostomus noctitherus;265.1162105;;;;265.1162105
Antrostomus ridgwayi;366616.8293;264412.6442;;;631029.4736
Antrostomus rufus;5391865.258;;;;5391865.258
Antrostomus salvini;115544.7765;;;;115544.7765
Antrostomus saturatus;5345.56573;;;;5345.56573
Antrostomus sericocaudatus;1166584.147;;;;1166584.147
Antrostomus vociferus;;3403669.444;765001.8424;713010.9819;4881682.268
Anumara forbesi;81.978687;;;;81.978687
Anumbius annumbi;2928649.098;;;;2928649.098
Anurophasis monorthonyx;9935.145274;;;;9935.145274
Apalharpactes mackloti;95774.62329;;;;95774.62329
Apalharpactes reinwardtii;1063.582609;;;;1063.582609
Apalis alticola;618137.9438;;;;618137.9438
Apalis argentea;41141.97212;;;;41141.97212
Apalis bamendae;6432.055117;;;;6432.055117
Apalis binotata;146714.6013;;;;146714.6013
Apalis chapini;57782.8239;;;;57782.8239
Apalis chariessa;19562.05079;;;;19562.05079
Apalis chirindensis;61641.45543;;;;61641.45543
Apalis cinerea;406103.0619;;;;406103.0619
Apalis flavida;4880222.761;;;;4880222.761
Apalis flavigularis;503.901737;;;;503.901737
Apalis flavocincta;910841.8875;;;;910841.8875
Apalis fuscigularis;5.7754975;;;;5.7754975
Apalis goslingi;777163.1664;;;;777163.1664
Apalis jacksoni;497043.9932;;;;497043.9932
Apalis kaboboensis;1585.001211;;;;1585.001211
Apalis karamojae;22289.27555;;;;22289.27555
Apalis lynesi;1320.760906;;;;1320.760906
Apalis melanocephala;346897.6534;;;;346897.6534
Apalis nigriceps;829415.1405;;;;829415.1405
Apalis personata;105278.36;;;;105278.36
Apalis porphyrolaema;147116.2327;;;;147116.2327
Apalis ruddi;158742.5563;;;;158742.5563
Apalis rufogularis;2747305.767;;;;2747305.767
Apalis sharpii;386259.7751;;;;386259.7751
Apalis thoracica;1231398.121;;;;1231398.121
Apaloderma aequatoriale;636384.4908;;;;636384.4908
Apaloderma narina;10931311.69;;;;10931311.69
Apaloderma vittatum;485838.7163;;;;485838.7163
Apalopteron familiare;22.7184555;;;;22.7184555
Aphanotriccus audax;183734.1546;;;;183734.1546
Aphanotriccus capitalis;8050.391381;;;;8050.391381
Aphantochroa cirrochloris;1439041.192;;;;1439041.192
Aphelocephala leucopsis;3759808.068;;;;3759808.068
Aphelocephala nigricincta;1619245.345;;;;1619245.345
Aphelocephala pectoralis;231170.5952;;;;231170.5952
Aphelocoma californica;2322989.027;;;;2322989.027
Aphelocoma coerulescens;6657.953318;;;;6657.953318
Aphelocoma ultramarina;87784.45198;;;;87784.45198
Aphelocoma unicolor;147955.103;;;;147955.103
Aphelocoma wollweberi;484533.5196;;;;484533.5196
Aphrastura masafucrae;9.7702255;;;;9.7702255
Aphrastura spinicauda;489212.9232;;;;489212.9232
Aphrodroma brevirostris;60096981.2;7777.640277;;;60104758.84
Aplonis atrifusca;3076.344592;;;;3076.344592
Aplonis brunneicapillus;15810.22708;;;;15810.22708
Aplonis cantoroides;830279.316;;;;830279.316
Aplonis cinerascens;26.097204;;;;26.097204
Aplonis crassa;4308.083243;;;;4308.083243
Aplonis dichroa;3356.9771;;;;3356.9771
Aplonis feadensis;56.634059;;;;56.634059
Aplonis grandis;31033.39592;;;;31033.39592
Aplonis insularis;550.343081;;;;550.343081
Aplonis magna;2857.188526;;;;2857.188526
Aplonis metallica;768735.389;;;;768735.389
Aplonis minor;326089.8962;;;;326089.8962
Aplonis mysolensis;64659.46967;;;;64659.46967
Aplonis mystacea;82901.81849;;;;82901.81849
Aplonis opaca;1989.584081;;;;1989.584081
Aplonis panayensis;2145010.02;;;;2145010.02
Aplonis pelzelni;57.0855965;;;;57.0855965
Aplonis santovestris;51.8280085;;;;51.8280085
Aplonis striata;18340.35234;;;;18340.35234
Aplonis tabuensis;23066.11988;;;;23066.11988
Aplonis zelandica;8975.111435;;;;8975.111435
Aplopelia larvata;2621626.88;;;;2621626.88
Aprositornis disjuncta;42663.32103;;;;42663.32103
Aprosmictus erythropterus;2742077.268;;;;2742077.268
Aprosmictus jonquillaceus;28246.82772;;;;28246.82772
Aptenodytes forsteri;;82747.31425;12365643.68;;12448390.99
Aptenodytes patagonicus;;24660.69431;21627852.72;;21652513.41
Apteryx australis;9763.772477;;;;9763.772477
Apteryx haastii;8499.03105;;;;8499.03105
Apteryx mantelli;37631.42314;;;;37631.42314
Apteryx owenii;30.67663;;;;30.67663
Apteryx rowi;220.7469165;;;;220.7469165
Apus acuticauda;;15478.38601;5322.818429;;20801.20444
Apus affinis;20667631.64;1472821.2;;;22140452.84
Apus alexandri;2630.83771;;;;2630.83771
Apus apus;;24778734.98;9556825.326;8633559.289;42969119.59
Apus balstoni;592874.1313;;;;592874.1313
Apus barbatus;609379.7526;591474.3231;;;1200854.076
Apus batesi;299076.8584;;;;299076.8584
Apus berliozi;73160.73782;131386.6339;9474.375041;;214021.7468
Apus bradfieldi;882276.2091;;;;882276.2091
Apus caffer;10712465.86;1728539.703;;;12441005.56
Apus horus;2043844.671;;;;2043844.671
Apus niansae;297772.6048;83445.8901;;;381218.4949
Apus nipalensis;5767341.023;;;;5767341.023
Apus pacificus;2363956.49;13491716.44;10886664.13;1334391.029;28076728.09
Apus pallidus;349192.4913;1367690.94;4500896.523;;6217779.955
Apus sladeniae;12583.70713;;;;12583.70713
Apus unicolor;8323.506208;;7787.668512;;16111.17472
Aquila adalberti;131215.6161;;;;131215.6161
Aquila africana;1918193.559;;;;1918193.559
Aquila audax;7680458.537;;;;7680458.537
Aquila chrysaetos;34585598.79;4859216.889;3908907.799;;43353723.48
Aquila fasciata;5701386.713;;282685.307;;5984072.02
Aquila gurneyi;601571.9661;;;;601571.9661
Aquila heliaca;441565.3034;9113562.556;5591471.781;16569854.23;31716453.87
Aquila nipalensis;;6933441.045;13722699;8509666.122;29165806.17
Aquila rapax;17570065.76;;;;17570065.76
Aquila spilogaster;12422964.94;;;;12422964.94
Aquila verreauxii;4020880.711;;;;4020880.711
Ara ambiguus;108171.7223;;;;108171.7223
Ara ararauna;7778269.781;;;;7778269.781
Ara chloropterus;8100929.116;;;;8100929.116
Ara glaucogularis;61505.65771;;;;61505.65771
Ara macao;6754588.382;;;;6754588.382
Ara militaris;281753.9704;;;;281753.9704
Ara rubrogenys;10077.53028;;;;10077.53028
Ara severus;5823748.97;;;;5823748.97
Arachnothera affinis;350123.063;;;;350123.063
Arachnothera chrysogenys;1237527.874;;;;1237527.874
Arachnothera clarae;216492.2204;;;;216492.2204
Arachnothera crassirostris;899990.3114;;;;899990.3114
Arachnothera dilutior;12163.53719;;;;12163.53719
Arachnothera flammifera;121461.3694;;;;121461.3694
Arachnothera flavigaster;1167406.387;;;;1167406.387
Arachnothera hypogrammica;2037486.993;;;;2037486.993
Arachnothera juliae;29462.12116;;;;29462.12116
Arachnothera longirostra;3514746.84;;;;3514746.84
Arachnothera magna;1984485.956;;;;1984485.956
Arachnothera modesta;1146647.846;;;;1146647.846
Arachnothera robusta;631352.9239;;;;631352.9239
Aramides axillaris;394234.8726;;;;394234.8726
Aramides cajaneus;13569900.05;;;;13569900.05
Aramides calopterus;627456.5363;;;;627456.5363
Aramides mangle;774474.7982;;;;774474.7982
Aramides saracura;928911.1471;;;;928911.1471
Aramides wolfi;119683.8673;;;;119683.8673
Aramides ypecaha;3652086.071;;;;3652086.071
Aramidopsis plateni;83085.39533;;;;83085.39533
Aramus guarauna;12182264.39;;;;12182264.39
Aratinga auricapillus;65110.34332;;;;65110.34332
Aratinga jandaya;1514158.856;;;;1514158.856
Aratinga maculata;20050.78432;;;;20050.78432
Aratinga nenday;259253.6027;;;;259253.6027
Aratinga solstitialis;96353.28145;;;;96353.28145
Aratinga weddellii;2260164.655;;;;2260164.655
Arborophila ardens;13107.07855;;;;13107.07855
Arborophila atrogularis;300809.9249;;;;300809.9249
Arborophila brunneopectus;486259.9205;;;;486259.9205
Arborophila cambodiana;17833.92288;;;;17833.92288
Arborophila campbelli;17004.00576;;;;17004.00576
Arborophila charltonii;111780.1308;;;;111780.1308
Arborophila chloropus;707941.557;;;;707941.557
Arborophila crudigularis;22760.43739;;;;22760.43739
Arborophila davidi;4472.747487;;;;4472.747487
Arborophila gingica;396315.7298;;;;396315.7298
Arborophila graydoni;8771.552392;;;;8771.552392
Arborophila hyperythra;161050.3591;;;;161050.3591
Arborophila javanica;36994.80432;;;;36994.80432
Arborophila mandellii;66971.58404;;;;66971.58404
Arborophila orientalis;10674.35051;;;;10674.35051
Arborophila rolli;39756.39295;;;;39756.39295
Arborophila rubrirostris;69493.87874;;;;69493.87874
Arborophila rufipectus;7711.683935;;;;7711.683935
Arborophila rufogularis;1245649.845;;;;1245649.845
Arborophila sumatrana;39843.46958;;;;39843.46958
Arborophila tonkinensis;21947.13126;;;;21947.13126
Arborophila torqueola;721322.8156;;;;721322.8156
Arcanator orostruthus;6364.681004;;;;6364.681004
Archboldia papuensis;64594.50769;;;;64594.50769
Archilochus alexandri;;2371991.7;236638.8244;1203134.712;3811765.236
Archilochus colubris;;4935999.641;894456.1831;1615779.019;7446234.843
Ardea alba;56308593.03;18591638.15;1388060.318;60.630776;76288352.13
Ardea brachyrhyncha;13386909.39;;187634.3352;;13574543.72
Ardea cinerea;29356437.97;17050072.88;5277239.938;;51683750.79
Ardea cocoi;14741632.01;;;;14741632.01
Ardea goliath;17830732.87;;87927.50792;;17918660.38
Ardea herodias;7076566.005;5136550.084;3135643.859;;15348759.95
Ardea humbloti;60898.80979;;86513.81889;;147412.6287
Ardea insignis;62895.01894;;1837.087569;;64732.10651
Ardea intermedia;3247336.242;2221166.846;3424741.552;;8893244.64
Ardea melanocephala;19063903.53;;;;19063903.53
Ardea pacifica;6791836.605;;143022.1557;;6934858.761
Ardea plumifera;5262987.433;;154067.7903;;5417055.223
Ardea purpurea;28501698.92;6416782.208;169535.6321;;35088016.76
Ardea sumatrana;1761928.317;;;;1761928.317
Ardenna bulleri;109798444.8;1.616867;;;109798446.4
Ardenna carneipes;117394411.4;988.347728;;;117395399.7
Ardenna creatopus;14602247.49;143.4085925;;;14602390.9
Ardenna gravis;63600718.3;81.5401325;;;63600799.84
Ardenna grisea;209282918.7;186974.4518;;;209469893.2
Ardenna pacifica;119707601.1;247184.9168;;;119954786
Ardenna tenuirostris;112646286;300072.954;;;112946359
Ardeola bacchus;637459.7749;4819196.633;2410084.097;;7866740.505
Ardeola grayii;3284734.888;;706223.2001;;3990958.088
Ardeola idae;555.364595;551369.2659;3308402.339;;3860326.97
Ardeola ralloides;18480590.66;1871988.098;125335.221;;20477913.98
Ardeola rufiventris;5545849.479;;;;5545849.479
Ardeola speciosa;610878.7567;;5901.065103;;616779.8219
Ardeotis arabs;2950269.304;;;;2950269.304
Ardeotis australis;6717547.232;;;;6717547.232
Ardeotis kori;3565850.607;;;;3565850.607
Ardeotis nigriceps;464215.535;;;;464215.535
Arenaria interpres;27240.50866;2580868.339;10440006.05;;13048114.9
Arenaria melanocephala;;83601.23291;802102.7277;193332.4741;1079036.435
Argusianus argus;1354769.497;;;;1354769.497
Argya altirostris;152388.5556;;;;152388.5556
Argya aylmeri;1047797.559;;;;1047797.559
Argya caudata;2305862.66;;;;2305862.66
Argya earlei;957404.0414;;;;957404.0414
Argya fulva;3666614.623;;;;3666614.623
Argya malcolmi;1922184.751;;;;1922184.751
Argya rubiginosa;1453471.894;;;;1453471.894
Argya squamiceps;1286213.624;;;;1286213.624
Argya subrufa;177940.6745;;;;177940.6745
Arizelocichla chlorigula;50877.9709;;;;50877.9709
Arizelocichla fusciceps;25349.48776;;;;25349.48776
Arizelocichla masukuensis;163857.925;;;;163857.925
Arizelocichla milanjensis;42373.8046;;;;42373.8046
Arizelocichla montana;61335.5431;;;;61335.5431
Arizelocichla neumanni;3839.640997;;;;3839.640997
Arizelocichla nigriceps;248311.9013;;;;248311.9013
Arizelocichla striifacies;192467.5713;;;;192467.5713
Arizelocichla tephrolaema;59483.57897;;;;59483.57897
Arremon abeillei;52300.04128;;;;52300.04128
Arremon assimilis;302156.9217;;;;302156.9217
