Species;resident.km2;breeding.km2;non-breeding.km2;passage.km2;range.size.km2
Tangara cayana;1466331.081;;;;1466331.081
Tangara chilensis;4595029.07;;;;4595029.07
Tangara chrysotis;99937.40481;;;;99937.40481
Tangara cucullata;319.4851985;;;;319.4851985
Tangara cyanicollis;1243891.323;;;;1243891.323
Tangara cyanocephala;444994.3477;;;;444994.3477
Tangara cyanomelas;212187.9604;;;;212187.9604
Tangara cyanoptera;224249.4164;;;;224249.4164
Tangara cyanotis;88828.19872;;;;88828.19872
Tangara cyanoventris;475634.3294;;;;475634.3294
Tangara desmaresti;220110.6086;;;;220110.6086
Tangara dowii;12063.52516;;;;12063.52516
Tangara episcopus;7925308.006;;;;7925308.006
Tangara fastuosa;15685.21306;;;;15685.21306
Tangara flava;4243084.51;;;;4243084.51
Tangara florida;38493.57613;;;;38493.57613
Tangara fucosa;3005.95333;;;;3005.95333
Tangara fulvicervix;114936.6039;;;;114936.6039
Tangara glaucocolpa;236214.2527;;;;236214.2527
Tangara guttata;364968.0098;;;;364968.0098
Tangara gyrola;3988670.291;;;;3988670.291
Tangara heinei;131144.0599;;;;131144.0599
Tangara icterocephala;74121.8818;;;;74121.8818
Tangara inornata;180507.4895;;;;180507.4895
Tangara johannae;69016.66694;;;;69016.66694
Tangara labradorides;81437.14548;;;;81437.14548
Tangara larvata;480301.186;;;;480301.186
Tangara lavinia;133980.9525;;;;133980.9525
Tangara lunigera;28688.16869;;;;28688.16869
Tangara mexicana;7039866.638;;;;7039866.638
Tangara meyerdeschauenseei;8919.096699;;;;8919.096699
Tangara nigrocincta;3416566.423;;;;3416566.423
Tangara nigroviridis;348630.0431;;;;348630.0431
Tangara ornata;393045.5499;;;;393045.5499
Tangara palmarum;12180336.67;;;;12180336.67
Tangara palmeri;42663.98954;;;;42663.98954
Tangara parzudakii;196806.133;;;;196806.133
Tangara peruviana;54605.92408;;16163.89937;;70769.82345
Tangara phillipsi;3588.340334;;;;3588.340334
Tangara preciosa;1104620.706;;;;1104620.706
Tangara punctata;2552332.681;;;;2552332.681
Tangara ruficervix;134726.76;;;;134726.76
Tangara rufigenis;6804.469774;;;;6804.469774
Tangara rufigula;15114.52906;;;;15114.52906
Tangara sayaca;6566650.974;;180928.6401;;6747579.614
Tangara schrankii;2751201.22;;;;2751201.22
Tangara seledon;672959.171;;;;672959.171
Tangara varia;1222909.73;;;;1222909.73
Tangara vassorii;206367.9131;;;;206367.9131
Tangara velia;4923694.594;;;;4923694.594
Tangara versicolor;339.6774735;;;;339.6774735
Tangara viridicollis;102123.4252;;;;102123.4252
Tangara vitriolina;123847.0869;;;;123847.0869
Tangara whitelyi;183466.3322;;;;183466.3322
Tangara xanthocephala;356275.3346;;;;356275.3346
Tangara xanthogastra;2787061.51;;;;2787061.51
Tanygnathus gramineus;1358.661538;;;;1358.661538
Tanygnathus lucionensis;290930.845;;;;290930.845
Tanygnathus megalorynchos;96565.79207;;;;96565.79207
Tanygnathus sumatranus;387319.5476;;;;387319.5476
Tanysiptera carolinae;335.5169721;;;;335.5169721
Tanysiptera danae;27132.33608;;;;27132.33608
Tanysiptera ellioti;162.9471725;;;;162.9471725
Tanysiptera galatea;702032.5607;;;;702032.5607
Tanysiptera hydrocharis;48777.12731;;;;48777.12731
Tanysiptera nigriceps;36375.26494;;;;36375.26494
Tanysiptera nympha;104372.0958;;;;104372.0958
Tanysiptera riedelii;2530.425516;;;;2530.425516
Tanysiptera sylvia;10534.27102;84299.19879;300305.5054;;395138.9752
Taoniscus nanus;832169.3913;;;;832169.3913
Tapera naevia;12346789.92;;;;12346789.92
Taphrolesbia griseiventris;4106.871801;;;;4106.871801
Taphrospilus hypostictus;109766.1621;;;;109766.1621
Taraba major;12899710.59;;;;12899710.59
Tarphonomus certhioides;1266892.474;;;;1266892.474
Tarphonomus harterti;70441.40502;;;;70441.40502
Tarsiger chrysaeus;458267.3176;336059.8534;267144.9915;;1061472.163
Tarsiger cyanurus;74878.93308;11590853.82;2208724.802;;13874457.55
Tarsiger hyperythrus;198132.9882;24055.25467;44866.67852;;267054.9214
Tarsiger indicus;533623.9057;;;;533623.9057
Tarsiger johnstoniae;23552.92801;;;;23552.92801
Tarsiger rufilatus;494549.0676;1085639.539;1056869.46;;2637058.066
Tauraco bannermani;1985.182263;;;;1985.182263
Tauraco corythaix;124888.5585;;;;124888.5585
Tauraco erythrolophus;189737.7212;;;;189737.7212
Tauraco fischeri;48601.07016;;;;48601.07016
Tauraco hartlaubi;264782.2856;;;;264782.2856
Tauraco leucolophus;1433169.428;;;;1433169.428
Tauraco leucotis;807194.044;;;;807194.044
Tauraco livingstonii;974163.7462;;;;974163.7462
Tauraco macrorhynchus;1273584.418;;;;1273584.418
Tauraco persa;3259794.91;;;;3259794.91
Tauraco ruspolii;11919.18076;;;;11919.18076
Tauraco schalowi;1899504.302;;;;1899504.302
Tauraco schuettii;2084739.294;;;;2084739.294
Tchagra australis;8304692.815;;;;8304692.815
Tchagra jamesi;1172568.619;;;;1172568.619
Tchagra senegalus;14952752.57;;;;14952752.57
Tchagra tchagra;251765.8968;;;;251765.8968
Telacanthura melanopygia;586019.2084;;;;586019.2084
Telacanthura ussheri;5188308.967;;;;5188308.967
Teledromas fuscus;522019.0698;;;;522019.0698
Telespiza cantans;2.2578335;;;;2.2578335
Telespiza ultima;1.364581;;;;1.364581
Telophorus dohertyi;113677.6489;;;;113677.6489
Telophorus viridis;1024975.932;;;;1024975.932
Telophorus zeylonus;1314573.829;;;;1314573.829
Temnotrogon roseigaster;15218.10048;;;;15218.10048
Temnurus temnurus;267005.9036;;;;267005.9036
Tephrodornis affinis;66270.88578;;;;66270.88578
Tephrodornis pondicerianus;4410828.343;;;;4410828.343
Tephrodornis sylvicola;128031.1031;;;;128031.1031
Tephrodornis virgatus;4664868.893;;;;4664868.893
Tephrophilus wetmorei;10324.9646;;;;10324.9646
Tephrozosterops stalkeri;3454.773845;;;;3454.773845
Terathopius ecaudatus;14021739.14;;;;14021739.14
Terenotriccus erythrurus;7494227.065;;;;7494227.065
Terenura maculata;784098.002;;;;784098.002
Terenura sicki;92.7466545;;;;92.7466545
Teretistris fernandinae;25709.45721;;;;25709.45721
Teretistris fornsi;38288.00159;;;;38288.00159
Terpsiphone affinis;3284651.541;304800.8434;194852.7903;;3784305.174
Terpsiphone atrocaudata;36067.87806;354269.7212;691473.1086;;1081810.708
Terpsiphone atrochalybeia;861.251691;;;;861.251691
Terpsiphone batesi;2301360.198;;;;2301360.198
Terpsiphone bedfordi;42316.68707;;;;42316.68707
Terpsiphone bourbonnensis;3300.211978;;;;3300.211978
Terpsiphone cinnamomea;109347.3244;;;;109347.3244
Terpsiphone corvina;11.967973;;;;11.967973
Terpsiphone cyanescens;8241.455079;;;;8241.455079
Terpsiphone floris;44871.47142;;;;44871.47142
Terpsiphone incei;488697.1869;3557445.977;2163158.318;;6209301.482
Terpsiphone mutata;592907.6752;;;;592907.6752
Terpsiphone paradisi;1419356.126;1657340.148;544748.5822;;3621444.856
Terpsiphone rufiventer;4274804.291;;;;4274804.291
Terpsiphone rufocinerea;444377.9082;;;;444377.9082
Terpsiphone unirufa;144359.0322;;;;144359.0322
Terpsiphone viridis;14288496.65;195054.2699;;;14483550.92
Tersina viridis;8757379.908;;;;8757379.908
Tesia cyaniventer;2099108.874;;;;2099108.874
Tesia everetti;29122.35329;;;;29122.35329
Tesia olivea;1755294.46;;57365.34176;;1812659.802
Tesia superciliaris;8461.746957;;;;8461.746957
Tetrao urogalloides;7006082.833;;;;7006082.833
Tetrao urogallus;11328515.84;;;;11328515.84
Tetraogallus altaicus;819449.007;;;;819449.007
Tetraogallus caspius;314015.5705;;;;314015.5705
Tetraogallus caucasicus;23432.71744;;;;23432.71744
Tetraogallus himalayensis;1911584.59;;;;1911584.59
Tetraogallus tibetanus;1066876.874;;;;1066876.874
Tetraophasis obscurus;118279.7628;;;;118279.7628
Tetraophasis szechenyii;524142.8397;;;;524142.8397
Tetrax tetrax;741325.6807;4322903.669;1436531.875;3716404.77;10217165.99
Thalassarche bulleri;29133535.91;0.527147;;;29133536.44
Thalassarche carteri;35242071.08;1532.85559;;;35243603.93
Thalassarche cauta;23868778.88;15.6075795;;;23868794.49
Thalassarche chlororhynchos;21605954.94;80.1589105;;;21606035.1
Thalassarche chrysostoma;83995065.21;1965.048703;;;83997030.26
Thalassarche eremita;51419589.05;0.136045;;;51419589.19
Thalassarche impavida;32040849.37;15.284396;;;32040864.65
Thalassarche melanophris;109874938.4;23660.50831;;;109898598.9
Thalassarche salvini;66986021.86;0.2537975;;;66986022.11
Thalassarche steadi;54766544.13;517.0433225;;;54767061.18
Thalasseus bengalensis;1690082.469;;22651050.56;;24341133.03
Thalasseus bergii;47766368.99;;;521.595416;47766890.58
Thalasseus bernsteini;;33.1482485;18283.74494;;18316.89319
Thalasseus elegans;;1265.416978;2157552.962;;2158818.379
Thalasseus maximus;3133197.004;144848.061;1922000.98;;5200046.044
Thalasseus sandvicensis;2477193.874;323229.0458;5121718.66;17028.09799;7939169.678
Thalassoica antarctica;58575741.4;9106.343785;;;58584847.74
Thalassornis leuconotus;10031650.58;;;;10031650.58
Thalurania colombica;601815.1763;;;;601815.1763
Thalurania furcata;11224881.05;;;;11224881.05
Thalurania glaucopis;1415937.444;;;;1415937.444
Thalurania ridgwayi;14552.55285;;;;14552.55285
Thalurania watertonii;34555.95656;;;;34555.95656
Thamnistes aequatorialis;207867.5235;;;;207867.5235
Thamnistes anabatinus;398183.4431;;;;398183.4431
Thamnolaea cinnamomeiventris;2973351.027;;;;2973351.027
Thamnomanes ardesiacus;3380209.284;;;;3380209.284
Thamnomanes caesius;6049369.611;;;;6049369.611
Thamnomanes saturninus;1364274.323;;;;1364274.323
Thamnomanes schistogynus;1225967.228;;;;1225967.228
Thamnophilus aethiops;4946043.151;;;;4946043.151
Thamnophilus amazonicus;6191456.287;;;;6191456.287
Thamnophilus ambiguus;209937.8192;;;;209937.8192
Thamnophilus aroyae;62346.21981;;;;62346.21981
Thamnophilus atrinucha;583772.8582;;;;583772.8582
Thamnophilus bernardi;102406.8081;;;;102406.8081
Thamnophilus bridgesi;28285.98614;;;;28285.98614
Thamnophilus caerulescens;3969577.801;;;;3969577.801
Thamnophilus cryptoleucus;203427.2971;;;;203427.2971
Thamnophilus divisorius;9823.057067;;;;9823.057067
Thamnophilus doliatus;10666039.75;;;;10666039.75
Thamnophilus insignis;143202.4898;;;;143202.4898
Thamnophilus melanonotus;114008.186;;;;114008.186
Thamnophilus melanothorax;302018.0396;;;;302018.0396
Thamnophilus multistriatus;121493.8335;;;;121493.8335
Thamnophilus murinus;4198693.155;;;;4198693.155
Thamnophilus nigriceps;210427.4088;;;;210427.4088
Thamnophilus nigrocinereus;1467069.4;;;;1467069.4
Thamnophilus palliatus;2542706.23;;;;2542706.23
Thamnophilus pelzelni;2622618.074;;;;2622618.074
Thamnophilus praecox;8836.694829;;;;8836.694829
Thamnophilus punctatus;1569369.576;;;;1569369.576
Thamnophilus ruficapillus;1391761.21;;;;1391761.21
Thamnophilus schistaceus;3991514.322;;;;3991514.322
Thamnophilus shumbae;8698.943391;;;;8698.943391
Thamnophilus stictocephalus;1068661.164;;;;1068661.164
Thamnophilus sticturus;423856.8829;;;;423856.8829
Thamnophilus subfasciatus;112293.6176;;;;112293.6176
Thamnophilus tenuepunctatus;106577.2745;;;;106577.2745
Thamnophilus torquatus;3732673.93;;;;3732673.93
Thamnophilus unicolor;168262.2815;;;;168262.2815
Thamnophilus zarumae;27825.04833;;;;27825.04833
Thamnornis chloropetoides;69595.63722;;;;69595.63722
Thapsinillas affinis;18039.40938;;;;18039.40938
Thapsinillas aurea;735.861135;;;;735.861135
Thapsinillas chloris;22960.24187;;;;22960.24187
Thapsinillas harterti;2333.405085;;;;2333.405085
Thapsinillas longirostris;4620.940459;;;;4620.940459
Thapsinillas lucasi;2541.734133;;;;2541.734133
Thapsinillas mysticalis;8319.393733;;;;8319.393733
Thapsinillas platenae;553.87582;;;;553.87582
Thaumastura cora;172126.4515;;;;172126.4515
Thaumatibis gigantea;24608.71;;;;24608.71
Theristicus branickii;305096.441;;;;305096.441
Theristicus caerulescens;1749772.849;;;;1749772.849
Theristicus caudatus;5145924.252;;;;5145924.252
Theristicus melanopis;274270.506;1055483.179;688696.0138;;2018449.699
Thescelocichla leucopleura;3130522.441;;;;3130522.441
Thinocorus orbignyianus;1515727.708;54638.98743;199795.5981;;1770162.293
Thinocorus rumicivorus;807130.2631;;1434761.639;;2241891.902
Thinornis cucullatus;609131.4923;;;;609131.4923
Thinornis novaeseelandiae;3.537769;;;;3.537769
Thlypopsis fulviceps;39836.90354;;;;39836.90354
Thlypopsis inornata;19918.54504;;;;19918.54504
Thlypopsis ornata;181118.1215;;;;181118.1215
Thlypopsis pectoralis;12525.3272;;;;12525.3272
Thlypopsis pyrrhocoma;611620.8059;;;;611620.8059
Thlypopsis ruficeps;213723.0808;;;;213723.0808
Thlypopsis sordida;6835729.207;;;;6835729.207
Thlypopsis superciliaris;271490.6301;;;;271490.6301
Threnetes leucurus;5241701.111;;;;5241701.111
Threnetes niger;270317.1859;;;;270317.1859
Threnetes ruckeri;482648.5832;;;;482648.5832
Threskiornis aethiopicus;17646117.93;;;;17646117.93
Threskiornis bernieri;28006.37491;;;;28006.37491
Threskiornis melanocephalus;1074751.62;159269.9154;1606030.514;;2840052.049
Threskiornis moluccus;485706.1351;78589.79001;5133197.559;;5697493.484
Threskiornis spinicollis;6389832.662;;166064.0309;329.023214;6556225.716
Thripadectes flammulatus;56639.43407;;;;56639.43407
Thripadectes holostictus;214604.8416;;;;214604.8416
Thripadectes ignobilis;40895.0976;;;;40895.0976
Thripadectes melanorhynchus;120981.9965;;;;120981.9965
Thripadectes rufobrunneus;17534.49369;;;;17534.49369
Thripadectes scrutator;116125.4776;;;;116125.4776
Thripadectes virgaticeps;62418.12774;;;;62418.12774
Thripophaga amacurensis;771.720062;;;;771.720062
Thripophaga cherriei;6.2810325;;;;6.2810325
Thripophaga fusciceps;514412.589;;;;514412.589
Thripophaga gutturata;4168041.137;;;;4168041.137
Thripophaga macroura;5802.218668;;;;5802.218668
Thryomanes bewickii;3124190.716;164944.2006;132559.8726;;3421694.789
Thryophilus nicefori;4831.832032;;;;4831.832032
Thryophilus pleurostictus;185274.0071;;;;185274.0071
Thryophilus rufalbus;779357.0936;;;;779357.0936
Thryophilus sernai;3228.045266;;;;3228.045266
Thryophilus sinaloa;304417.7974;;;;304417.7974
Thryorchilus browni;1495.611701;;;;1495.611701
Thryothorus albinucha;174392.8131;;;;174392.8131
Thryothorus ludovicianus;3039770.923;;;;3039770.923
Tiaris olivaceus;966256.3124;;;;966256.3124
Tichodroma muraria;5602458.059;;4077044.94;;9679502.999
Tickellia hodgsoni;482826.6718;;;;482826.6718
Tigriornis leucolopha;3868817.211;;;;3868817.211
Tigrisoma fasciatum;1359744.45;;;;1359744.45
Tigrisoma lineatum;13239531.24;;;;13239531.24
Tigrisoma mexicanum;928754.4314;;;;928754.4314
Tilmatura dupontii;298824.7581;;;;298824.7581
Timalia pileata;2665103.318;;;;2665103.318
Timeliopsis fulvigula;137026.0273;;;;137026.0273
Timeliopsis griseigula;170345.1812;;;;170345.1812
Tinamotis ingoufi;403858.2695;;;;403858.2695
Tinamotis pentlandii;632499.4911;;;;632499.4911
Tinamus guttatus;3970689.065;;;;3970689.065
Tinamus major;7672033.879;;;;7672033.879
Tinamus osgoodi;28620.99711;;;;28620.99711
Tinamus solitarius;1070053.131;;;;1070053.131
Tinamus tao;3809193.469;;;;3809193.469
Tityra braziliensis;6788797.281;;;;6788797.281
Tityra cayana;5114306.455;;;;5114306.455
Tityra inquisitor;11191333.74;;;;11191333.74
Tityra leucura;15103.84977;;;;15103.84977
Tityra semifasciata;6819907.63;;;;6819907.63
Tmetothylacus tenellus;823500.201;462416.3128;;;1285916.514
Tockus damarensis;392681.7267;;;;392681.7267
Tockus deckeni;1628801.986;;;;1628801.986
Tockus erythrorhynchus;9150557.23;;;;9150557.23
Tockus flavirostris;1449888.89;;;;1449888.89
Tockus jacksoni;112697.7248;;;;112697.7248
Tockus leucomelas;1820073.77;;;;1820073.77
Tockus monteiri;399795.0727;;;;399795.0727
Todiramphus albonotatus;30026.11903;;;;30026.11903
Todiramphus australasia;54556.42497;;;;54556.42497
Todiramphus chloris;3834981.377;;;;3834981.377
Todiramphus diops;25141.04962;;;;25141.04962
Todiramphus enigma;1019.124994;;;;1019.124994
Todiramphus farquhari;5578.2066;;;;5578.2066
Todiramphus funebris;18134.61793;;;;18134.61793
Todiramphus gambieri;22.35839;;;;22.35839
Todiramphus godeffroyi;379.2954225;;;;379.2954225
Todiramphus lazuli;18406.33293;;;;18406.33293
Todiramphus leucopygius;23127.04553;;;;23127.04553
Todiramphus macleayii;874682.5725;149398.9358;291475.7093;;1315557.218
Todiramphus nigrocyaneus;462688.6384;;;;462688.6384
Todiramphus pelewensis;444.338688;;;;444.338688
Todiramphus pyrrhopygius;7435603.446;;;;7435603.446
Todiramphus recurvirostris;2883.963844;;;;2883.963844
Todiramphus reichenbachii;359.128186;;;;359.128186
Todiramphus ruficollaris;45.6740205;;;;45.6740205
Todiramphus sanctus;3019705.746;2920744.096;2253676.671;;8194126.514
Todiramphus saurophagus;134096.2978;;;;134096.2978
Todiramphus tutus;1473.478618;;;;1473.478618
Todiramphus veneratus;1063.359139;;;;1063.359139
Todiramphus winchelli;133051.4052;;;;133051.4052
Todiramphus youngi;128.5498975;;;;128.5498975
Todirostrum chrysocrotaphum;4204549.833;;;;4204549.833
Todirostrum cinereum;8243068.015;;;;8243068.015
Todirostrum maculatum;4362301.659;;;;4362301.659
Todirostrum nigriceps;401123.9118;;;;401123.9118
Todirostrum pictum;1704133.625;;;;1704133.625
Todirostrum poliocephalum;465216.2069;;;;465216.2069
Todirostrum viridanum;24046.15169;;;;24046.15169
Todus angustirostris;74167.74585;;;;74167.74585
Todus mexicanus;8784.278075;;;;8784.278075
Todus multicolor;109718.0631;;;;109718.0631
Todus subulatus;74846.33301;;;;74846.33301
Todus todus;11054.16425;;;;11054.16425
Tolmomyias assimilis;5870178.436;;;;5870178.436
Tolmomyias flaviventris;6722205.241;;;;6722205.241
Tolmomyias flavotectus;212413.9795;;;;212413.9795
Tolmomyias poliocephalus;6112248.759;;;;6112248.759
Tolmomyias sulphurescens;12412551.67;;;;12412551.67
Tolmomyias traylori;270012.0466;;;;270012.0466
Tolmomyias viridiceps;2251112.892;;;;2251112.892
Topaza pella;1677677.668;;;;1677677.668
Topaza pyra;2026612.829;;;;2026612.829
Torgos tracheliotos;8247909.48;;;;8247909.48
Torreornis inexpectata;4560.950449;;;;4560.950449
Touit batavicus;333406.1416;;;;333406.1416
Touit costaricensis;8623.498729;1350.510388;6661.202916;;16635.21203
Touit dilectissimus;132153.6456;;;;132153.6456
Touit huetii;1799947.833;;;;1799947.833
Touit melanonotus;14249.00037;;;;14249.00037
Touit purpuratus;3820273.548;;;;3820273.548
Touit stictopterus;32895.49539;;;;32895.49539
Touit surdus;99060.53964;;;;99060.53964
Toxorhamphus novaeguineae;462859.1324;;;;462859.1324
Toxorhamphus poliopterus;179265.133;;;;179265.133
Toxostoma bendirei;302737.6845;520088.6624;;;822826.3469
Toxostoma cinereum;99389.08374;;;;99389.08374
Toxostoma crissale;1010734.747;;;;1010734.747
Toxostoma curvirostre;2044714.203;;;;2044714.203
Toxostoma guttatum;18.1313225;;;;18.1313225
Toxostoma lecontei;251366.1694;;;;251366.1694
Toxostoma longirostre;301125.5896;;;;301125.5896
Toxostoma ocellatum;88775.11852;;;;88775.11852
Toxostoma redivivum;167476.8454;;;;167476.8454
Toxostoma rufum;1349293.834;4327440.389;180523.6267;;5857257.85
Trachylaemus goffinii;454383.7405;;;;454383.7405
Trachylaemus purpuratus;3483947.257;;;;3483947.257
Trachylaemus togoensis;254497.5016;;;;254497.5016
Trachyphonus darnaudii;1278702.266;;;;1278702.266
Trachyphonus emini;212716.4955;;;;212716.4955
Trachyphonus erythrocephalus;1574087.917;;;;1574087.917
Trachyphonus margaritatus;2213560.91;;;;2213560.91
Trachyphonus usambiro;165711.3079;;;;165711.3079
Trachyphonus vaillantii;3120536.125;;;;3120536.125
Tragopan blythii;48053.59571;;;;48053.59571
Tragopan caboti;396315.7298;;;;396315.7298
Tragopan melanocephalus;21448.36297;;;;21448.36297
Tragopan satyra;99165.04683;;;;99165.04683
Tragopan temminckii;1261794.71;;;;1261794.71
Tregellasia capito;155635.7377;;;;155635.7377
Tregellasia leucops;201376.6886;;;;201376.6886
Treron affinis;184312.849;;;;184312.849
