binomial,class,body_mass_median,litter_clutch_size,activity,hab_breadth,volant,diet_5cat
Lepidocolaptes leucogaster,Aves,35.9125,NA,1,4,2,4
Lepidocolaptes souleyetii,Aves,25.7,2,1,8,2,4
Lepidocolaptes squamatus,Aves,28.1,NA,1,4,2,4
Lepidogrammus cumingi,Aves,170.46,NA,NA,2,2,NA
Lepidopyga coeruleogularis,Aves,4.075,2,1,4,2,2
Lepidopyga goudoti,Aves,4,NA,1,8,2,2
Lepidopyga lilliae,Aves,4.125,2,1,2,2,2
Lepidothrix coeruleocapilla,Aves,9.68,NA,1,3,2,2
Lepidothrix coronata,Aves,8.286666667,2,1,2,2,2
Lepidothrix iris,Aves,8,NA,1,1,2,2
Lepidothrix isidorei,Aves,7.8,NA,1,2,2,2
Lepidothrix nattereri,Aves,8.3825,NA,1,1,2,2
Lepidothrix serena,Aves,11.4,2,1,1,2,2
Lepidothrix suavissima,Aves,8.5,NA,1,2,2,2
Lepidothrix vilasboasi,Aves,6,NA,1,1,2,2
Lepilemur aeeclis,Mammalia,726.98875,NA,NA,1,1,NA
Lepilemur ahmansonorum,Mammalia,726.98875,NA,NA,1,1,NA
Lepilemur ankaranensis,Mammalia,713,1,2,3,1,1
Lepilemur betsileo,Mammalia,726.98875,NA,NA,1,1,NA
Lepilemur dorsalis,Mammalia,503.85,1.005,2,1,1,1
Lepilemur edwardsi,Mammalia,713,1,2,1,1,1
Lepilemur fleuretae,Mammalia,726.98875,NA,NA,1,1,NA
Lepilemur grewcockorum,Mammalia,726.98875,NA,NA,2,1,NA
Lepilemur hollandorum,Mammalia,726.98875,NA,NA,1,1,NA
Lepilemur hubbardorum,Mammalia,726.98875,NA,NA,1,1,NA
Lepilemur jamesorum,Mammalia,726.98875,NA,NA,1,1,NA
Lepilemur leucopus,Mammalia,650,1.005,2,1,1,1
Lepilemur microdon,Mammalia,900,1,2,1,1,1
Lepilemur milanoii,Mammalia,726.98875,NA,NA,2,1,NA
Lepilemur mittermeieri,Mammalia,726.98875,NA,NA,1,1,NA
Lepilemur mustelinus,Mammalia,691.015,1,2,2,1,1
Lepilemur otto,Mammalia,726.98875,NA,NA,1,1,NA
Lepilemur petteri,Mammalia,726.98875,NA,NA,1,1,NA
Lepilemur randrianasoloi,Mammalia,726.98875,NA,NA,1,1,NA
Lepilemur ruficaudatus,Mammalia,738.18,1.01,2,1,1,1
Lepilemur sahamalazensis,Mammalia,726.98875,NA,NA,2,1,NA
Lepilemur scottorum,Mammalia,726.98875,NA,NA,1,1,NA
Lepilemur seali,Mammalia,726.98875,NA,NA,2,1,NA
Lepilemur septentrionalis,Mammalia,750,1,2,1,1,1
Lepilemur tymerlachsoni,Mammalia,726.98875,NA,NA,1,1,NA
Lepilemur wrightae,Mammalia,726.98875,NA,NA,1,1,NA
Leporillus conditor,Mammalia,332.5,2.575,2,1,1,1
Leptailurus serval,Mammalia,11999.96,2.35,2,7,1,3
Leptasthenura aegithaloides,Aves,10.79125,2.8,1,4,2,4
Leptasthenura andicola,Aves,15.495,2,1,3,2,4
Leptasthenura fuliginiceps,Aves,12.575,2.4,1,2,2,4
Leptasthenura pileata,Aves,10.2875,NA,1,2,2,4
Leptasthenura platensis,Aves,10.625,2.8,1,3,2,4
Leptasthenura setaria,Aves,11,NA,1,5,2,4
Leptasthenura striata,Aves,8.97,NA,1,3,2,4
Leptasthenura striolata,Aves,10.5,NA,1,3,2,4
Leptasthenura xenothorax,Aves,10.5,NA,1,2,2,4
Leptasthenura yanacensis,Aves,8.8,NA,1,NA,2,4
Leptodon cayanensis,Aves,474,2.5,1,4,2,5
Leptodon forbesi,Aves,576.5,NA,1,1,2,5
Leptomys elegans,Mammalia,83.52,1.88,2,3,1,5
Leptomys ernstmayri,Mammalia,42.85,1.88,2,1,1,5
Leptomys signatus,Mammalia,80,1.88,2,2,1,5
Leptonycteris curasoae,Mammalia,25,0.9925,2,3,2,2
Leptonycteris nivalis,Mammalia,24.26,1,2,4,2,2
Leptonycteris yerbabuenae,Mammalia,22.24,0.995,2,3,2,2
Leptopoecile elegans,Aves,6.23,NA,1,2,2,4
Leptopoecile sophiae,Aves,6.9,5,1,2,2,4
Leptopogon amaurocephalus,Aves,11.4,2.45,1,4,2,4
Leptopogon rufipectus,Aves,13.55,NA,1,1,2,4
Leptopogon superciliaris,Aves,11.51666667,2,1,3,2,4
Leptopogon taczanowskii,Aves,11.5,NA,1,1,2,4
Leptopterus chabert,Aves,20.2375,3,1,8,2,4
Leptoptilos crumenifer,Aves,6400,2.2,NA,4,2,NA
Leptoptilos dubius,Aves,4970,3.25,1,9,2,3
Leptoptilos javanicus,Aves,4915.745,3,1,6,2,3
Leptosittaca branickii,Aves,66.48,NA,1,6,2,1
Leptosomus discolor,Aves,257.875,NA,1,6,2,4
Leptotila battyi,Aves,165.31,NA,1,2,2,1
Leptotila cassinii,Aves,157.25,2,NA,2,2,NA
Leptotila conoveri,Aves,167.12,NA,1,2,2,1
Leptotila jamaicensis,Aves,164.875,2,1,4,2,1
Leptotila megalura,Aves,218,2,1,4,2,1
Leptotila ochraceiventris,Aves,146,NA,1,3,2,1
Leptotila pallida,Aves,137.2133334,1.7,1,2,2,1
Leptotila plumbeiceps,Aves,170.5,NA,1,2,2,1
Leptotila rufaxilla,Aves,155.6666667,1.7,1,2,2,1
Leptotila verreauxi,Aves,147.19,2,1,7,2,1
Leptotila wellsi,Aves,200,NA,1,1,2,1
Leptotrygon veraguensis,Aves,155,NA,NA,1,2,NA
Lepus alleni,Mammalia,3685.02,2.0225,2,3,1,1
Lepus americanus,Mammalia,1568.42,3.475,2,3,1,1
Lepus arcticus,Mammalia,4405.04,4.79,2,2,1,1
Lepus brachyurus,Mammalia,2519.45,2.13,2,5,1,1
Lepus californicus,Mammalia,2422.48,2.68,2,10,1,1
Lepus callotis,Mammalia,2500,2.41,2,4,1,1
Lepus capensis,Mammalia,2202.555,2.475,2,7,1,1
Lepus castroviejoi,Mammalia,2822.41,1.95,2,2,1,1
Lepus comus,Mammalia,2015.56,2.595,2,2,1,1
Lepus coreanus,Mammalia,2115.185,NA,2,3,1,1
Lepus corsicanus,Mammalia,3000,2.44,2,5,1,1
Lepus europaeus,Mammalia,3740,2.29,2,5,1,1
Lepus fagani,Mammalia,2286.833871,NA,2,3,1,1
Lepus flavigularis,Mammalia,2999.98,2.34,2,4,1,1
Lepus granatensis,Mammalia,2323.94,1.95,2,5,1,1
Lepus habessinicus,Mammalia,2015.56,2.51,2,3,1,1
Lepus hainanus,Mammalia,1889.585,NA,2,3,1,1
Lepus insularis,Mammalia,2279.01,3.5,2,5,1,1
Lepus mandshuricus,Mammalia,1834.05,2.325,2,1,1,1
Lepus microtis,Mammalia,1763.61,1.56,2,NA,1,1
Lepus nigricollis,Mammalia,2294.25,1.675,2,4,1,1
Lepus oiostolus,Mammalia,2468.55,3.06,2,4,1,1
Lepus othus,Mammalia,4805.96,5.055,2,3,1,1
Lepus peguensis,Mammalia,2267.5,NA,2,5,1,1
Lepus saxatilis,Mammalia,2593.63,1.83,2,5,1,1
Lepus sinensis,Mammalia,1607.41,NA,2,3,1,1
Lepus starcki,Mammalia,2750,2.51,2,1,1,1
Lepus tibetanus,Mammalia,2078.555,2.755,2,3,1,1
Lepus timidus,Mammalia,3048,3.16,2,7,1,1
Lepus tolai,Mammalia,1589,2.8425,2,2,1,1
Lepus townsendii,Mammalia,2620,4.4475,2,4,1,1
Lepus yarkandensis,Mammalia,1460.41,3.9,2,2,1,1
Lerwa lerwa,Aves,574.42,3.2,1,3,2,1
Lesbia nuna,Aves,4.25,NA,1,4,2,2
Lesbia victoriae,Aves,4.95,NA,1,5,2,2
Lessonia oreas,Aves,13.65,3.15,1,4,2,4
Lessonia rufa,Aves,13.425,2.8,1,6,2,4
Lestodelphys halli,Mammalia,78.27,NA,2,3,1,3
Lestoros inca,Mammalia,23.07,NA,2,1,1,4
Leucippus baeri,Aves,4.5,NA,1,2,2,2
Leucippus chlorocercus,Aves,4.6,2,1,1,2,2
Leucippus fallax,Aves,6,2,1,3,2,2
Leucippus taczanowskii,Aves,6.5,NA,1,3,2,2
Leucochloris albicollis,Aves,6.3,2,1,8,2,2
Leucogeranus leucogeranus,Aves,5913.44,NA,NA,6,2,NA
Leuconotopicus albolarvatus,Aves,61.07,NA,NA,2,2,NA
Leuconotopicus arizonae,Aves,40.87,NA,NA,1,2,NA
Leuconotopicus borealis,Aves,47.99,NA,NA,3,2,NA
Leuconotopicus fumigatus,Aves,36.2,NA,NA,4,2,NA
Leuconotopicus stricklandi,Aves,40.87,NA,NA,1,2,NA
Leuconotopicus villosus,Aves,62.65,NA,NA,1,2,NA
Leucopeza semperi,Aves,19.75,NA,1,2,2,5
Leucopsar rothschildi,Aves,91.6,3,1,3,2,2
Leucopternis kuhli,Aves,337.295,NA,1,1,2,3
Leucopternis melanops,Aves,312.25,NA,1,3,2,3
Leucopternis semiplumbeus,Aves,286.27,NA,1,3,2,3
Leucosarcia melanoleuca,Aves,428.8225,2,1,3,2,5
Leucosticte arctoa,Aves,30.2575,4.5,1,3,2,1
Leucosticte atrata,Aves,26.12,4.59,1,1,2,5
Leucosticte australis,Aves,27.65,4.5,1,1,2,1
Leucosticte brandti,Aves,30.325,3.5,1,4,2,1
Leucosticte nemoricola,Aves,22.63,3.5,1,2,2,1
Leucosticte sillemi,Aves,28.9,NA,1,NA,2,1
Leucosticte tephrocotis,Aves,35.2,4.4,1,1,2,1
Lewinia mirifica,Aves,84.2,NA,1,3,2,5
Lewinia muelleri,Aves,93.375,NA,1,2,2,4
Lewinia pectoralis,Aves,80.94166667,5,1,10,2,5
Lewinia striata,Aves,86.17222222,NA,NA,8,2,NA
Liberiictis kuhni,Mammalia,1825.47,NA,1,1,1,4
Lichenostomus chrysops,Aves,17.3,NA,1,NA,2,2
Lichenostomus cratitius,Aves,20.37,2,1,3,2,5
Lichenostomus fasciogularis,Aves,26.79,NA,1,NA,2,5
Lichenostomus flavescens,Aves,12.44,NA,1,NA,2,2
Lichenostomus flavicollis,Aves,28.71,NA,1,NA,2,5
Lichenostomus flavus,Aves,21.4,NA,1,NA,2,2
Lichenostomus frenatus,Aves,34.11,NA,1,NA,2,2
Lichenostomus fuscus,Aves,17.68,NA,1,NA,2,4
Lichenostomus hindwoodi,Aves,22.89,NA,1,NA,2,2
Lichenostomus keartlandi,Aves,15.24,NA,1,NA,2,4
Lichenostomus leucotis,Aves,23.86,NA,1,NA,2,4
Lichenostomus melanops,Aves,32.075,2,1,7,2,5
Lichenostomus obscurus,Aves,26.4,NA,1,NA,2,2
Lichenostomus ornatus,Aves,17.63,NA,1,NA,2,5
Lichenostomus penicillatus,Aves,19.36,NA,1,NA,2,4
Lichenostomus plumulus,Aves,16.5,NA,1,NA,2,5
Lichenostomus subfrenatus,Aves,29.66,NA,1,NA,2,2
Lichenostomus unicolor,Aves,30.7,NA,1,NA,2,5
Lichenostomus versicolor,Aves,36.65,NA,1,NA,2,5
Lichenostomus virescens,Aves,23.33,NA,1,NA,2,4
Lichmera alboauricularis,Aves,13.4,NA,1,6,2,5
Lichmera argentauris,Aves,13.625,NA,1,4,2,2
Lichmera deningeri,Aves,16.69,NA,1,5,2,2
Lichmera flavicans,Aves,6,NA,1,5,2,2
Lichmera incana,Aves,12.825,NA,1,5,2,2
Lichmera indistincta,Aves,10.99,1.96,1,11,2,2
Lichmera limbata,Aves,10.4,1.96,1,NA,2,2
Lichmera lombokia,Aves,10.23,NA,1,4,2,2
Lichmera monticola,Aves,6,NA,1,2,2,2
Lichmera notabilis,Aves,10.23,NA,1,3,2,2
Lichmera squamata,Aves,10.23,NA,1,5,2,2
Lichonycteris obscura,Mammalia,6.5,0.98,2,2,2,2
Limnoctites rectirostris,Aves,18.5,2.4,1,3,2,4
Limnodromus griseus,Aves,110.4525,4,1,5,2,4
Limnodromus scolopaceus,Aves,106.2625,4,1,5,2,4
Limnodromus semipalmatus,Aves,205.375,2,1,6,2,4
Limnogale mergulus,Mammalia,77.7,2.7975,2,3,1,4
Limnomys bryophilus,Mammalia,64.285,NA,2,1,1,1
Limnomys sibuanus,Mammalia,64.47,NA,2,1,1,1
Limnornis curvirostris,Aves,28.575,2,1,4,2,4
Limnothlypis swainsonii,Aves,18.125,3,1,3,2,4
Limosa fedoa,Aves,363.635,4,1,5,2,4
Limosa haemastica,Aves,254.395,3.95,1,6,2,4
Limosa lapponica,Aves,301.575,4,1,12,2,4
Limosa limosa,Aves,297.435,3.95,1,8,2,4
Linurgus olivaceus,Aves,20.8,2.45,1,1,2,1
Liocichla bugunorum,Aves,40,NA,1,3,2,5
Liocichla omeiensis,Aves,35.9,NA,1,2,2,5
Liocichla phoenicea,Aves,48.875,NA,1,3,2,5
Liocichla steerii,Aves,31.39,NA,1,3,2,4
Liomys adspersus,Mammalia,57.995,3.2,2,NA,1,1
Liomys irroratus,Mammalia,48.95,4.165,2,NA,1,1
Liomys pictus,Mammalia,43.28,3.6275,2,NA,1,1
Liomys salvini,Mammalia,42,3.625,2,NA,1,1
Liomys spectabilis,Mammalia,65,5,2,NA,1,1
Lionycteris spurrelli,Mammalia,8.85,0.98,2,6,2,2
Lioptilus nigricapillus,Aves,29.5325,2,1,NA,2,2
Liosceles thoracicus,Aves,40.485,NA,1,2,2,4
Lipaugus fuscocinereus,Aves,138,NA,1,1,2,2
Lipaugus lanioides,Aves,95.475,1,1,2,2,2
Lipaugus streptophorus,Aves,56.9625,NA,1,1,2,2
Lipaugus unirufus,Aves,82.05,1,1,2,2,5
Lipaugus uropygialis,Aves,116,NA,1,1,2,2
Lipaugus vociferans,Aves,75.26,NA,1,3,2,5
Lipaugus weberi,Aves,72.1,NA,1,1,2,2
Lissonycteris angolensis,Mammalia,68.31,0.99,2,9,2,2
Lissotis hartlaubii,Aves,1222.5,NA,NA,5,2,NA
Lissotis melanogaster,Aves,1062.5,1.5,NA,6,2,NA
Litocranius walleri,Mammalia,38804.37,1,2,1,1,1
Loboparadisea sericea,Aves,64.76,1,1,2,2,2
Lochmias nematura,Aves,22.0625,2,1,2,2,4
Locustella certhiola,Aves,14.7,4.95,1,7,2,4
Locustella fasciolata,Aves,27.145,3.5,1,6,2,4
Locustella fluviatilis,Aves,17.0625,5.2,1,8,2,4
Locustella lanceolata,Aves,11.025,4.45,1,9,2,4
Locustella luscinioides,Aves,14.32,4.5,1,7,2,4
Locustella naevia,Aves,13.3,5.5,1,8,2,4
Locustella ochotensis,Aves,18.5,5.5,1,6,2,4
Locustella pleskei,Aves,20,3.9,1,3,2,4
Locustella pryeri,Aves,14.2775,5.5,1,1,2,4
Loddigesia mirabilis,Aves,3,NA,1,3,2,2
Lonchophylla bokermanni,Mammalia,11.8,NA,2,4,2,2
Lonchophylla chocoana,Mammalia,14.12333333,NA,NA,1,2,NA
Lonchophylla concava,Mammalia,14.12333333,0.98,2,2,2,2
Lonchophylla dekeyseri,Mammalia,11.8,NA,2,2,2,2
Lonchophylla handleyi,Mammalia,14.53,NA,2,1,2,2
Lonchophylla hesperia,Mammalia,11.8,NA,2,NA,2,2
Lonchophylla mordax,Mammalia,21.56,0.98,2,4,2,2
Lonchophylla orcesi,Mammalia,14.12333333,NA,NA,2,2,NA
Lonchophylla robusta,Mammalia,13.72,0.98,2,4,2,2
Lonchophylla thomasi,Mammalia,7.09,0.985,2,3,2,2
Lonchorhina aurita,Mammalia,15.38,0.98,2,3,2,4
Lonchorhina fernandezi,Mammalia,14.03,NA,2,1,2,4
Lonchorhina inusitata,Mammalia,13.66,NA,2,3,2,4
Lonchorhina marinkellei,Mammalia,17.67,NA,2,1,2,4
Lonchorhina orinocensis,Mammalia,9.04,NA,2,2,2,4
Lonchothrix emiliae,Mammalia,138.2,NA,2,2,1,1
Lonchura atricapilla,Aves,12.55,5.5,1,5,2,1
Lonchura bicolor,Aves,9.7,NA,1,NA,2,1
Lonchura caniceps,Aves,8.95,NA,1,11,2,1
Lonchura cantans,Aves,12,NA,1,NA,2,1
Lonchura castaneothorax,Aves,13.45,4.9,1,8,2,1
Lonchura cucullata,Aves,9.045,5,1,NA,2,1
Lonchura ferruginosa,Aves,12.9,5.5,1,4,2,1
Lonchura flaviprymna,Aves,11.725,4.5,1,5,2,1
Lonchura forbesi,Aves,13.27,NA,1,1,2,1
Lonchura fringilloides,Aves,16.5875,NA,1,NA,2,1
Lonchura fuscans,Aves,9.5,4.2,1,7,2,1
Lonchura grandis,Aves,14.025,5.5,1,4,2,1
Lonchura griseicapilla,Aves,14.5,NA,1,NA,2,1
Lonchura hunsteini,Aves,13.27,NA,1,1,2,1
Lonchura kelaarti,Aves,14.1,5,1,3,2,1
Lonchura leucogastra,Aves,11.425,4.9,1,4,2,1
Lonchura leucogastroides,Aves,11.6125,5,1,4,2,1
Lonchura leucosticta,Aves,11.01,NA,1,5,2,1
Lonchura maja,Aves,12.5,4.6,1,3,2,1
Lonchura malabarica,Aves,12,NA,1,NA,2,1
Lonchura malacca,Aves,12.6,5.5,1,5,2,1
Lonchura melaena,Aves,12.635,4.75,1,3,2,1
Lonchura molucca,Aves,12,4.5,1,5,2,1
Lonchura montana,Aves,13.27,NA,1,4,2,1
Lonchura monticola,Aves,13.27,NA,1,1,2,1
Lonchura nana,Aves,8.2,NA,1,NA,2,1
Lonchura nevermanni,Aves,11.09,4.5,1,7,2,1
Lonchura nigerrima,Aves,13.27,NA,1,NA,2,1
Lonchura nigriceps,Aves,9.6,NA,1,NA,2,1
Lonchura pallida,Aves,13.27,4.5,1,4,2,1
Lonchura punctulata,Aves,13.8,5.5,1,9,2,1
Lonchura quinticolor,Aves,13.27,NA,1,7,2,1
Lonchura spectabilis,Aves,10.575,3.95,1,4,2,1
Lonchura striata,Aves,12.3,5,1,5,2,1
Lonchura stygia,Aves,11.15,4.5,1,3,2,1
Lonchura teerinki,Aves,13.27,NA,1,4,2,1
Lonchura tristissima,Aves,8.775,NA,1,5,2,1
Lonchura vana,Aves,13.27,NA,1,1,2,1
Lontra canadensis,Mammalia,8087.42,2.67,2,10,1,3
Lontra felina,Mammalia,11195.36,2.7175,1,4,1,4
Lontra longicaudis,Mammalia,6554.97,3.3925,2,12,1,3
Lontra provocax,Mammalia,7499.98,NA,2,5,1,5
Lophaetus occipitalis,Aves,1123.0625,1.53,1,6,2,3
Lophiomys imhausi,Mammalia,755,1.665,2,4,1,1
Lophocebus albigena,Mammalia,7418.71,1.005,1,1,1,5
Lophocebus aterrimus,Mammalia,6510.37,1,1,1,1,2
Lophoceros alboterminatus,Aves,223.65,NA,NA,4,2,NA
Lophoceros bradfieldi,Aves,196.46,NA,NA,4,2,NA
Lophoceros camurus,Aves,103.76,NA,NA,2,2,NA
Lophoceros fasciatus,Aves,258.83,NA,NA,6,2,NA
Lophoceros hemprichii,Aves,297,NA,NA,3,2,NA
Lophoceros nasutus,Aves,179.56,NA,NA,4,2,NA
Lophoceros pallidirostris,Aves,232.96,NA,NA,2,2,NA
Lophoceros semifasciatus,Aves,258.83,NA,NA,6,2,NA
Lophodytes cucullatus,Aves,615.385,11,1,8,2,5
Lophoictinia isura,Aves,582.435,3,1,4,2,3
Lopholaimus antarcticus,Aves,496.685,1,1,4,2,2
Lophonetta specularioides,Aves,984.465,6.496053402,1,9,2,4
Lophophorus impejanus,Aves,2072.13,5.5,1,3,2,1
Lophophorus lhuysii,Aves,3008,3.9,1,1,2,1
Lophophorus sclateri,Aves,2424.125,5.5,1,3,2,1
Lophorina superba,Aves,77.03833334,1.5,1,3,2,2
Lophornis adorabilis,Aves,2.7,2,1,3,2,2
Lophornis brachylophus,Aves,2.68,NA,1,3,2,2
Lophornis chalybeus,Aves,3,2,1,3,2,2
Lophornis delattrei,Aves,2.8,NA,1,4,2,2
Lophornis gouldii,Aves,2.4,2,1,3,2,2
Lophornis helenae,Aves,2.65,2,1,4,2,2
Lophornis magnificus,Aves,2.7,2,1,4,2,5
Lophornis ornatus,Aves,2.35,2,1,6,2,5
Lophornis pavoninus,Aves,3,2,1,3,2,2
Lophornis stictolophus,Aves,2.68,NA,1,5,2,2
Lophornis verreauxii,Aves,2.696,NA,NA,3,2,NA
Lophospingus griseocristatus,Aves,17.275,NA,NA,4,2,5
Lophospingus pusillus,Aves,14.9,NA,NA,2,2,5
Lophostoma aequatorialis,Mammalia,20.6,NA,NA,NA,2,NA
Lophostoma brasiliense,Mammalia,9.76,0.98,2,4,2,4
Lophostoma carrikeri,Mammalia,22.35,NA,2,2,2,4
Lophostoma evotis,Mammalia,20.58,1,2,1,2,4
Lophostoma schulzi,Mammalia,18.02,NA,2,2,2,4
Lophostoma silvicolum,Mammalia,32.29,0.99,2,2,2,4
Lophostoma yasuni,Mammalia,20.6,NA,NA,1,2,NA
Lophostrix cristata,Aves,503.33,NA,2,2,2,4
Lophotibis cristata,Aves,583,3,1,3,2,4
Lophotis gindiana,Aves,688.3,1.5,NA,2,2,NA
Lophotis ruficrista,Aves,680,1.5,NA,2,2,NA
Lophotis savilei,Aves,684.15,1.4,NA,2,2,NA
Lophotriccus eulophotes,Aves,6,NA,1,3,2,4
Lophotriccus galeatus,Aves,6.65,2.4,1,6,2,4
Lophotriccus pileatus,Aves,7.285,2,1,3,2,4
Lophotriccus vitiosus,Aves,6.675,NA,1,2,2,4
Lophotriorchis kienerii,Aves,807.25,1,1,2,2,3
Lophozosterops dohertyi,Aves,20.83,NA,1,NA,2,2
Lophozosterops goodfellowi,Aves,20.0625,NA,1,NA,2,2
Lophozosterops javanicus,Aves,20.83,NA,1,NA,2,2
Lophozosterops pinaiae,Aves,27.44,NA,1,NA,2,5
Lophozosterops squamiceps,Aves,14.5,NA,1,NA,2,2
Lophozosterops superciliaris,Aves,20.83,NA,1,NA,2,2
Lophura bulweri,Aves,1435.075,1,1,2,2,4
Lophura diardi,Aves,966.32,5.85,1,2,2,5
Lophura edwardsi,Aves,1086.73,5.3,1,1,2,5
Lophura erythrophthalma,Aves,988.665,4.6,1,1,2,5
Lophura ignita,Aves,1961.57,5.85,1,1,2,1
Lophura inornata,Aves,1080.53,2,1,1,2,5
Lophura leucomelanos,Aves,1023.99,7.15,1,3,2,5
Lophura nycthemera,Aves,1240,6.75,1,3,2,5
Lophura pyronota,Aves,1209.208889,NA,NA,1,2,NA
Lophura rufa,Aves,1209.208889,NA,NA,1,2,NA
Lophura swinhoii,Aves,1100,5.85,1,1,2,1
Lophuromys brevicaudus,Mammalia,56.035,2.305,1,2,1,4
Lophuromys chrysopus,Mammalia,56.035,2.305,1,1,1,4
Lophuromys cinereus,Mammalia,54.17229579,2.305,1,2,1,4
Lophuromys dieterleni,Mammalia,45.3361479,NA,1,1,1,4
Lophuromys eisentrauti,Mammalia,54.21,3.25,1,1,1,4
Lophuromys flavopunctatus,Mammalia,57.07,2.3025,1,2,1,4
Lophuromys huttereri,Mammalia,45.3361479,NA,1,1,1,4
Lophuromys luteogaster,Mammalia,67.13985075,1.25,2,2,1,4
Lophuromys medicaudatus,Mammalia,50.11694402,NA,2,1,1,4
Lophuromys melanonyx,Mammalia,10.2,NA,1,1,1,4
Lophuromys nudicaudus,Mammalia,32.59,2.275,1,1,1,4
Lophuromys rahmi,Mammalia,38,1.94,1,1,1,4
Lophuromys roseveari,Mammalia,45.3361479,NA,1,5,1,4
Lophuromys sikapusi,Mammalia,62.72,3.125,1,4,1,4
Lophuromys woosnami,Mammalia,42.14,1.8525,2,2,1,4
Lorentzimys nouhuysi,Mammalia,14.44,2.75,2,2,1,1
Loriculus amabilis,Aves,20,NA,1,5,2,2
Loriculus aurantiifrons,Aves,15.5,4,1,1,2,2
Loriculus beryllinus,Aves,30,2.7,1,5,2,5
Loriculus catamene,Aves,33.98,NA,1,4,2,2
Loriculus exilis,Aves,33.98,NA,1,4,2,5
Loriculus flosculus,Aves,33.98,NA,1,2,2,2
Loriculus galgulus,Aves,28,3.5,1,7,2,2
Loriculus philippensis,Aves,34.9,3,1,5,2,2
Loriculus pusillus,Aves,33.98,2,1,3,2,2
Loriculus sclateri,Aves,33.98,NA,1,3,2,2
Loriculus stigmatus,Aves,33.98,NA,1,6,2,2
Loriculus tener,Aves,12.875,4,1,1,2,2
Loriculus vernalis,Aves,35.7,2.9,1,8,2,2
Loris lydekkerianus,Mammalia,254.06,1.37,2,6,1,4
Loris tardigradus,Mammalia,243.71,1.405,2,3,1,4
Lorius albidinucha,Aves,132.25,NA,1,2,2,2
Lorius chlorocercus,Aves,174.38,NA,1,6,2,2
Lorius domicella,Aves,182,NA,1,2,2,2
Lorius garrulus,Aves,143,NA,1,4,2,2
Lorius hypoinochrous,Aves,187,NA,1,6,2,2
Lorius lory,Aves,176.945,NA,1,4,2,2
Loxia curvirostra,Aves,38.895,3.4,1,2,2,1
Loxia leucoptera,Aves,29.245,3.75,1,2,2,1
Loxia megaplaga,Aves,29.145,3.75,1,1,2,1
Loxia pytyopsittacus,Aves,53.125,3.5,1,2,2,1
Loxia scotica,Aves,42.0475,3.5,1,1,2,1
Loxigilla barbadensis,Aves,16.7975,NA,1,8,2,5
Loxigilla noctis,Aves,16.7975,NA,1,8,2,5
Loxigilla portoricensis,Aves,33.3325,NA,1,NA,2,5
Loxigilla violacea,Aves,21.8975,NA,1,NA,2,5
Loxioides bailleui,Aves,37.845,2,1,1,2,1
Loxipasser anoxanthus,Aves,11.425,NA,1,5,2,5
Loxodonta africana,Mammalia,3940034.28,0.92,2,NA,1,1
Loxodontomys micropus,Mammalia,70.76,4.16,2,2,1,5
Loxodontomys pikumche,Mammalia,70.76,NA,2,1,1,5
Loxops caeruleirostris,Aves,10.875,2,1,1,2,4
Loxops coccineus,Aves,10.5,1.575,1,1,2,4
Lullula arborea,Aves,26.9,3.735,1,7,2,5
Lundomys molitor,Mammalia,238.49,2.91,2,4,1,1
Lurocalis rufiventris,Aves,81.875,1,2,1,2,4
Lurocalis semitorquatus,Aves,76.325,1,2,2,2,4
Luscinia brunnea,Aves,17.5,NA,1,NA,2,4
Luscinia calliope,Aves,18.5,NA,1,NA,2,4
Luscinia cyane,Aves,14.8,NA,1,NA,2,4
Luscinia luscinia,Aves,24.4,4.5,1,10,2,4
Luscinia megarhynchos,Aves,19.76666667,4.78,1,10,2,4
Luscinia obscura,Aves,19.6,NA,1,NA,2,4
Luscinia pectardens,Aves,19.6,NA,1,NA,2,4
Luscinia pectoralis,Aves,23.27,NA,1,NA,2,4
Luscinia ruficeps,Aves,18,4,1,NA,2,4
Luscinia sibilans,Aves,16.7,NA,1,NA,2,4
Luscinia svecica,Aves,17.265,5.9,1,NA,2,4
Lutra lutra,Mammalia,8785.14,2.0225,2,15,1,3
Lutra sumatrana,Mammalia,5970.68,NA,2,10,1,3
Lutreolina crassicaudata,Mammalia,537.3,7.855,2,3,1,3
Lutrogale perspicillata,Mammalia,8956.245,3.68,1,14,1,3
Lybius chaplini,Aves,69.495,3,1,5,2,2
Lybius guifsobalito,Aves,42.2,3,1,6,2,5
Lybius leucocephalus,Aves,62.645,2.8,1,6,2,2
Lybius leucogaster,Aves,51.75571429,NA,NA,6,2,NA
Lybius rubrifacies,Aves,60.05,NA,1,1,2,2
Lybius senex,Aves,51.75571429,NA,NA,6,2,NA
Lybius torquatus,Aves,52.45,3.5,1,6,2,2
Lybius undatus,Aves,37.7,NA,1,4,2,5
Lybius vieilloti,Aves,37.75,2.5,1,6,2,2
Lycaon pictus,Mammalia,22050.07,7.7975,1,5,1,3
Lycocorax pyrrhopterus,Aves,284.705,1,1,7,2,2
Lymnocryptes minimus,Aves,51.035,4,1,5,2,4
Lyncodon patagonicus,Mammalia,225,3.5,2,3,1,3
Lyncornis macrotis,Aves,132.5,1,NA,3,2,NA
Lyncornis temminckii,Aves,95.9,1.4,NA,4,2,NA
