ebird_COMMON_NAME,ebird_SCIENTIFIC_NAME,order,family,TipLabel
Red-legged Brushturkey,Talegalla jobiensis,Galliformes,Megapodiidae (Megapodes),Talegalla_jobiensis
Malleefowl,Leipoa ocellata,Galliformes,Megapodiidae (Megapodes),Leipoa_ocellata
Maleo,Macrocephalon maleo,Galliformes,Megapodiidae (Megapodes),Macrocephalon_maleo
Moluccan Scrubfowl,Eulipoa wallacei,Galliformes,Megapodiidae (Megapodes),Eulipoa_wallacei
Niuafoou Scrubfowl,Megapodius pritchardii,Galliformes,Megapodiidae (Megapodes),Megapodius_pritchardii
Micronesian Scrubfowl,Megapodius laperouse,Galliformes,Megapodiidae (Megapodes),Megapodius_laperouse
Nicobar Scrubfowl,Megapodius nicobariensis,Galliformes,Megapodiidae (Megapodes),Megapodius_nicobariensis
Tabon Scrubfowl,Megapodius cumingii,Galliformes,Megapodiidae (Megapodes),Megapodius_cumingii
Sula Scrubfowl,Megapodius bernsteinii,Galliformes,Megapodiidae (Megapodes),Megapodius_bernsteinii
Tanimbar Scrubfowl,Megapodius tenimberensis,Galliformes,Megapodiidae (Megapodes),Megapodius_tenimberensis
Dusky Scrubfowl,Megapodius freycinet,Galliformes,Megapodiidae (Megapodes),Megapodius_freycinet
Biak Scrubfowl,Megapodius geelvinkianus,Galliformes,Megapodiidae (Megapodes),Megapodius_geelvinkianus
Forsten's Scrubfowl,Megapodius forsteni,Galliformes,Megapodiidae (Megapodes),NA
Melanesian Scrubfowl,Megapodius eremita,Galliformes,Megapodiidae (Megapodes),Megapodius_eremita
Vanuatu Scrubfowl,Megapodius layardi,Galliformes,Megapodiidae (Megapodes),Megapodius_layardi
New Guinea Scrubfowl,Megapodius decollatus,Galliformes,Megapodiidae (Megapodes),Megapodius_affinis
Orange-footed Scrubfowl,Megapodius reinwardt,Galliformes,Megapodiidae (Megapodes),Megapodius_reinwardt
Plain Chachalaca,Ortalis vetula,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Ortalis_vetula
Gray-headed Chachalaca,Ortalis cinereiceps,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Ortalis_cinereiceps
Chestnut-winged Chachalaca,Ortalis garrula,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Ortalis_garrula
Rufous-vented Chachalaca,Ortalis ruficauda,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Ortalis_ruficauda
Rufous-headed Chachalaca,Ortalis erythroptera,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Ortalis_erythroptera
Rufous-bellied Chachalaca,Ortalis wagleri,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Ortalis_wagleri
West Mexican Chachalaca,Ortalis poliocephala,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Ortalis_poliocephala
Chaco Chachalaca,Ortalis canicollis,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Ortalis_canicollis
White-bellied Chachalaca,Ortalis leucogastra,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Ortalis_leucogastra
Colombian Chachalaca,Ortalis columbiana,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",NA
Speckled Chachalaca,Ortalis guttata,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Ortalis_guttata
East Brazilian Chachalaca,Ortalis araucuan,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",NA
Scaled Chachalaca,Ortalis squamata,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",NA
Variable Chachalaca,Ortalis motmot,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Ortalis_motmot
Buff-browed Chachalaca,Ortalis superciliaris,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Ortalis_superciliaris
Band-tailed Guan,Penelope argyrotis,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope_argyrotis
Bearded Guan,Penelope barbata,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope_barbata
Baudo Guan,Penelope ortoni,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope_ortoni
Andean Guan,Penelope montagnii,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope_montagnii
Marail Guan,Penelope marail,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope_marail
Rusty-margined Guan,Penelope superciliaris,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope_superciliaris
Red-faced Guan,Penelope dabbenei,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope_dabbenei
Spix's Guan,Penelope jacquacu,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope_jacquacu
Crested Guan,Penelope purpurascens,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope_purpurascens
Cauca Guan,Penelope perspicax,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope_perspicax
White-winged Guan,Penelope albipennis,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope_albipennis
Dusky-legged Guan,Penelope obscura,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope_obscura
White-crested Guan,Penelope pileata,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope_pileata
Chestnut-bellied Guan,Penelope ochrogaster,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope_ochrogaster
White-browed Guan,Penelope jacucaca,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope_jacucaca
Trinidad Piping-Guan,Pipile pipile,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Pipile_pipile
Blue-throated Piping-Guan,Pipile cumanensis,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Pipile_cumanensis
Red-throated Piping-Guan,Pipile cujubi,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Pipile_cujubi
Black-fronted Piping-Guan,Pipile jacutinga,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Pipile_jacutinga
Wattled Guan,Aburria aburri,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Aburria_aburri
Black Guan,Chamaepetes unicolor,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Chamaepetes_unicolor
Sickle-winged Guan,Chamaepetes goudotii,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Chamaepetes_goudotii
Highland Guan,Penelopina nigra,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelopina_nigra
Horned Guan,Oreophasis derbianus,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Oreophasis_derbianus
Nocturnal Curassow,Nothocrax urumutum,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Nothocrax_urumutum
Crestless Curassow,Mitu tomentosum,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Mitu_tomentosum
Salvin's Curassow,Mitu salvini,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Mitu_salvini
Razor-billed Curassow,Mitu tuberosum,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Mitu_tuberosum
Alagoas Curassow,Mitu mitu,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Mitu_mitu
Helmeted Curassow,Pauxi pauxi,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Pauxi_pauxi
Sira Curassow,Pauxi koepckeae,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",NA
Horned Curassow,Pauxi unicornis,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Pauxi_unicornis
Great Curassow,Crax rubra,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Crax_rubra
Blue-billed Curassow,Crax alberti,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Crax_alberti
Yellow-knobbed Curassow,Crax daubentoni,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Crax_daubentoni
Black Curassow,Crax alector,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Crax_alector
Wattled Curassow,Crax globulosa,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Crax_globulosa
Bare-faced Curassow,Crax fasciolata,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Crax_fasciolata
Red-billed Curassow,Crax blumenbachii,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Crax_blumenbachii
Helmeted Guineafowl,Numida meleagris,Galliformes,Numididae (Guineafowl),Numida_meleagris
White-breasted Guineafowl,Agelastes meleagrides,Galliformes,Numididae (Guineafowl),Agelastes_meleagrides
Black Guineafowl,Agelastes niger,Galliformes,Numididae (Guineafowl),Agelastes_niger
Vulturine Guineafowl,Acryllium vulturinum,Galliformes,Numididae (Guineafowl),Acryllium_vulturinum
Plumed Guineafowl,Guttera plumifera,Galliformes,Numididae (Guineafowl),Guttera_plumifera
Crested Guineafowl,Guttera pucherani,Galliformes,Numididae (Guineafowl),Guttera_pucherani
Stone Partridge,Ptilopachus petrosus,Galliformes,Odontophoridae (New World Quail),Ptilopachus_petrosus
Nahan's Francolin,Ptilopachus nahani,Galliformes,Odontophoridae (New World Quail),Francolinus_nahani
Tawny-faced Quail,Rhynchortyx cinctus,Galliformes,Odontophoridae (New World Quail),Rhynchortyx_cinctus
Mountain Quail,Oreortyx pictus,Galliformes,Odontophoridae (New World Quail),Oreortyx_pictus
Bearded Wood-Partridge,Dendrortyx barbatus,Galliformes,Odontophoridae (New World Quail),Dendrortyx_barbatus
Long-tailed Wood-Partridge,Dendrortyx macroura,Galliformes,Odontophoridae (New World Quail),Dendrortyx_macroura
Buffy-crowned Wood-Partridge,Dendrortyx leucophrys,Galliformes,Odontophoridae (New World Quail),Dendrortyx_leucophrys
Banded Quail,Philortyx fasciatus,Galliformes,Odontophoridae (New World Quail),Philortyx_fasciatus
Northern Bobwhite,Colinus virginianus,Galliformes,Odontophoridae (New World Quail),Colinus_virginianus
Black-throated Bobwhite,Colinus nigrogularis,Galliformes,Odontophoridae (New World Quail),Colinus_nigrogularis
Crested Bobwhite,Colinus cristatus,Galliformes,Odontophoridae (New World Quail),Colinus_leucopogon
Scaled Quail,Callipepla squamata,Galliformes,Odontophoridae (New World Quail),Callipepla_squamata
Elegant Quail,Callipepla douglasii,Galliformes,Odontophoridae (New World Quail),Callipepla_douglasii
California Quail,Callipepla californica,Galliformes,Odontophoridae (New World Quail),Callipepla_californica
Gambel's Quail,Callipepla gambelii,Galliformes,Odontophoridae (New World Quail),Callipepla_gambelii
Montezuma Quail,Cyrtonyx montezumae,Galliformes,Odontophoridae (New World Quail),Cyrtonyx_montezumae
Ocellated Quail,Cyrtonyx ocellatus,Galliformes,Odontophoridae (New World Quail),Cyrtonyx_ocellatus
Singing Quail,Dactylortyx thoracicus,Galliformes,Odontophoridae (New World Quail),Dactylortyx_thoracicus
Marbled Wood-Quail,Odontophorus gujanensis,Galliformes,Odontophoridae (New World Quail),Odontophorus_gujanensis
Spot-winged Wood-Quail,Odontophorus capueira,Galliformes,Odontophoridae (New World Quail),Odontophorus_capueira
Black-eared Wood-Quail,Odontophorus melanotis,Galliformes,Odontophoridae (New World Quail),Odontophorus_melanotis
Black-fronted Wood-Quail,Odontophorus atrifrons,Galliformes,Odontophoridae (New World Quail),Odontophorus_atrifrons
Rufous-fronted Wood-Quail,Odontophorus erythrops,Galliformes,Odontophoridae (New World Quail),Odontophorus_erythrops
Chestnut Wood-Quail,Odontophorus hyperythrus,Galliformes,Odontophoridae (New World Quail),Odontophorus_hyperythrus
Dark-backed Wood-Quail,Odontophorus melanonotus,Galliformes,Odontophoridae (New World Quail),Odontophorus_melanonotus
Rufous-breasted Wood-Quail,Odontophorus speciosus,Galliformes,Odontophoridae (New World Quail),Odontophorus_speciosus
Tacarcuna Wood-Quail,Odontophorus dialeucos,Galliformes,Odontophoridae (New World Quail),Odontophorus_dialeucos
Gorgeted Wood-Quail,Odontophorus strophium,Galliformes,Odontophoridae (New World Quail),Odontophorus_strophium
Venezuelan Wood-Quail,Odontophorus columbianus,Galliformes,Odontophoridae (New World Quail),Odontophorus_columbianus
Black-breasted Wood-Quail,Odontophorus leucolaemus,Galliformes,Odontophoridae (New World Quail),Odontophorus_leucolaemus
Stripe-faced Wood-Quail,Odontophorus balliviani,Galliformes,Odontophoridae (New World Quail),Odontophorus_balliviani
Starred Wood-Quail,Odontophorus stellatus,Galliformes,Odontophoridae (New World Quail),Odontophorus_stellatus
Spotted Wood-Quail,Odontophorus guttatus,Galliformes,Odontophoridae (New World Quail),Odontophorus_guttatus
Udzungwa Partridge,Xenoperdix udzungwensis,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Xenoperdix_udzungwensis
Ferruginous Partridge,Caloperdix oculeus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Caloperdix_oculeus
Crested Partridge,Rollulus rouloul,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Rollulus_rouloul
Black Partridge,Melanoperdix niger,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Melanoperdix_niger
Hill Partridge,Arborophila torqueola,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila_torqueola
Sichuan Partridge,Arborophila rufipectus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila_rufipectus
Chestnut-breasted Partridge,Arborophila mandellii,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila_mandellii
White-necklaced Partridge,Arborophila gingica,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila_gingica
Rufous-throated Partridge,Arborophila rufogularis,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila_rufogularis
White-cheeked Partridge,Arborophila atrogularis,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila_atrogularis
Taiwan Partridge,Arborophila crudigularis,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila_crudigularis
Hainan Partridge,Arborophila ardens,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila_ardens
Chestnut-bellied Partridge,Arborophila javanica,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila_javanica
Malaysian Partridge,Arborophila campbelli,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila_campbelli
Roll's Partridge,Arborophila rolli,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila_rolli
Sumatran Partridge,Arborophila sumatrana,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila_sumatrana
Gray-breasted Partridge,Arborophila orientalis,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila_orientalis
Bar-backed Partridge,Arborophila brunneopectus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila_brunneopectus
Orange-necked Partridge,Arborophila davidi,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila_davidi
Chestnut-headed Partridge,Arborophila cambodiana,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila_cambodiana
Red-breasted Partridge,Arborophila hyperythra,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila_hyperythra
Red-billed Partridge,Arborophila rubrirostris,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila_rubrirostris
Scaly-breasted Partridge,Arborophila chloropus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila_chloropus
Chestnut-necklaced Partridge,Arborophila charltonii,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila_charltonii
Long-billed Partridge,Rhizothera longirostris,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Rhizothera_longirostris
Crested Argus,Rheinardia ocellata,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Rheinardia_ocellata
Great Argus,Argusianus argus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Argusianus_argus
Indian Peafowl,Pavo cristatus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Pavo_cristatus
Green Peafowl,Pavo muticus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Pavo_muticus
Congo Peacock,Afropavo congensis,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Afropavo_congensis
Crimson-headed Partridge,Haematortyx sanguiniceps,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Haematortyx_sanguiniceps
Red Spurfowl,Galloperdix spadicea,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Galloperdix_spadicea
Painted Spurfowl,Galloperdix lunulata,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Galloperdix_lunulata
Sri Lanka Spurfowl,Galloperdix bicalcarata,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Galloperdix_bicalcarata
Palawan Peacock-Pheasant,Polyplectron napoleonis,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Polyplectron_napoleonis
Malayan Peacock-Pheasant,Polyplectron malacense,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Polyplectron_malacense
Bornean Peacock-Pheasant,Polyplectron schleiermacheri,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Polyplectron_schleiermacheri
Germain's Peacock-Pheasant,Polyplectron germaini,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Polyplectron_germaini
Hainan Peacock-Pheasant,Polyplectron katsumatae,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Polyplectron_katsumatae
Mountain Peacock-Pheasant,Polyplectron inopinatum,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Polyplectron_inopinatum
Bronze-tailed Peacock-Pheasant,Polyplectron chalcurum,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Polyplectron_chalcurum
Gray Peacock-Pheasant,Polyplectron bicalcaratum,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Polyplectron_bicalcaratum
See-see Partridge,Ammoperdix griseogularis,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Ammoperdix_griseogularis
Sand Partridge,Ammoperdix heyi,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Ammoperdix_heyi
Brown Quail,Synoicus ypsilophorus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Coturnix_ypsilophora
Blue-breasted Quail,Synoicus chinensis,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",NA
Blue Quail,Synoicus adansonii,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Coturnix_chinensis
Snow Mountain Quail,Anurophasis monorthonyx,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Anurophasis_monorthonyx
Madagascar Partridge,Margaroperdix madagarensis,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Margaroperdix_madagascariensis
Japanese Quail,Coturnix japonica,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Coturnix_japonica
Common Quail,Coturnix coturnix,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Coturnix_coturnix
Harlequin Quail,Coturnix delegorguei,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Coturnix_delegorguei
Rain Quail,Coturnix coromandelica,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Coturnix_coromandelica
Stubble Quail,Coturnix pectoralis,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Coturnix_pectoralis
New Zealand Quail,Coturnix novaezelandiae,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",NA
Rock Partridge,Alectoris graeca,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Alectoris_graeca
Chukar,Alectoris chukar,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Alectoris_chukar
Philby's Partridge,Alectoris philbyi,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Alectoris_philbyi
Przevalski's Partridge,Alectoris magna,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Alectoris_magna
Red-legged Partridge,Alectoris rufa,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Alectoris_rufa
Arabian Partridge,Alectoris melanocephala,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Alectoris_melanocephala
Barbary Partridge,Alectoris barbara,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Alectoris_barbara
Caucasian Snowcock,Tetraogallus caucasicus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Tetraogallus_caucasicus
Caspian Snowcock,Tetraogallus caspius,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Tetraogallus_caspius
Altai Snowcock,Tetraogallus altaicus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Tetraogallus_altaicus
Tibetan Snowcock,Tetraogallus tibetanus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Tetraogallus_tibetanus
Himalayan Snowcock,Tetraogallus himalayensis,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Tetraogallus_himalayensis
Jungle Bush-Quail,Perdicula asiatica,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Perdicula_asiatica
Rock Bush-Quail,Perdicula argoondah,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Perdicula_argoondah
Painted Bush-Quail,Perdicula erythrorhyncha,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Perdicula_erythrorhyncha
Manipur Bush-Quail,Perdicula manipurensis,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Perdicula_manipurensis
Himalayan Quail,Ophrysia superciliosa,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",NA
Hartlaub's Francolin,Pternistis hartlaubi,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Francolinus_hartlaubi
Handsome Francolin,Pternistis nobilis,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Francolinus_nobilis
Cameroon Francolin,Pternistis camerunensis,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Francolinus_camerunensis
Chestnut-naped Francolin,Pternistis castaneicollis,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Francolinus_castaneicollis
